consumer_id,purchase_date,quantity,total_amount
338,20190102,2,25.74
339,20190102,6,76.02
339,20190204,6,95.82
339,20190522,8,114.58
339,20190925,3,40.97
339,20191121,5,84.45
340,20190102,5,46.3
341,20190102,2,26.14
341,20190727,4,80.46
342,20190102,1,17.9
343,20190102,5,87.65
343,20190118,1,30.77
343,20190419,2,23.54
343,20191102,3,35.47
344,20190102,3,40.7
344,20190103,5,65.04
344,20190123,4,55.07
344,20190206,3,41.3
344,20190211,1,15.96
344,20190410,4,53.46
344,20190512,3,41.69
344,20190627,2,27.74
344,20190721,1,12.77
344,20190812,1,13.97
344,20191105,2,24.98
344,20191224,3,38.97
344,20200205,3,35.95
344,20200212,2,29.07
344,20200223,2,18.98
344,20200305,1,32.49
344,20200525,2,31.98
345,20190102,1,11.77
345,20191031,2,78.48
346,20190102,2,26.76
347,20190102,1,15.36
348,20190102,1,29.99
348,20190726,2,67.53
349,20190102,3,44.88
350,20190102,1,46.37
351,20190102,1,8.77
352,20190102,1,4.99
352,20190205,1,11.77
353,20190102,2,28.76
353,20190212,2,40.47
354,20190102,1,14.99
355,20190102,3,43.51
355,20190107,3,39.3
356,20190102,2,28.74
357,20190102,3,37.91
357,20190205,2,53.54
358,20190102,2,36.48
358,20191023,1,11.49
358,20200421,1,12.49
358,20200504,3,42.97
358,20200506,1,15.49
359,20190102,5,76.45
360,20190102,1,14.96
360,20190108,1,14.96
360,20191126,2,25.98
360,20200212,1,11.49
360,20200501,1,11.49
360,20200525,2,23.87
361,20190102,1,13.97
361,20200222,2,23.76
362,20190102,1,10
362,20190102,1,13
362,20190102,1,15
362,20190102,1,20
363,20190102,1,16.99
363,20190103,1,19.97
364,20190106,1,29.97
365,20190102,2,29.58
365,20190502,1,10.78
365,20190510,2,27.13
365,20190515,1,17.36
365,20190515,2,30.32
365,20190628,3,46.34
365,20190927,2,25.98
365,20191129,2,31.98
365,20191217,1,12.99
365,20200215,1,12.99
365,20200312,2,26.37
365,20200322,2,25.98
366,20190102,1,15.36
367,20190102,1,44.77
368,20190102,4,60.64
368,20191006,6,74.94
369,20190102,1,7.98
370,20190102,5,65.25
370,20190324,4,61.44
370,20190830,2,26.73
370,20191222,3,40.47
371,20190102,1,14.99
371,20191212,2,20.48
372,20190118,1,14.96
372,20190422,1,21.77
373,20190102,2,28.74
373,20190207,4,53.4
373,20190226,2,29.33
373,20190319,4,51.47
373,20190428,2,28.34
373,20190517,1,14.96
373,20190522,1,11.77
373,20190726,2,28.68
373,20200105,1,15.49
374,20190102,1,13.97
374,20190202,4,48.47
374,20200111,1,14.99
374,20200321,1,29.99
374,20200321,2,25.98
374,20200321,1,12.49
374,20200614,7,101.93
375,20190102,2,64.89
375,20190727,1,14.99
375,20190808,1,15.76
375,20190810,1,11.77
376,20190103,3,45.88
376,20190702,1,19.77
376,20200612,2,25.16
377,20190102,3,38.5
378,20190102,1,14.9
378,20190203,1,14.9
379,20190102,1,18.76
379,20190120,2,29.33
379,20190124,1,31.99
379,20190202,1,9.77
380,20190104,4,47.08
381,20190102,1,20.99
381,20190519,1,12.77
381,20190709,1,16.65
382,20190102,1,12.49
383,20190102,2,30.72
384,20190102,1,11.97
385,20190102,1,6.79
385,20190622,1,14.99
386,20190102,1,18.99
387,20190102,1,13.97
387,20190330,2,29.16
387,20190411,2,29.92
387,20190501,1,14.96
387,20190727,1,18.1
387,20190810,5,84.06
387,20190914,9,144.91
387,20191123,11,163.89
387,20191126,2,20.98
387,20200212,4,66.14
387,20200220,3,50.65
387,20200529,9,159.41
387,20200605,2,44.98
388,20190102,1,10.77
389,20190102,2,104.98
389,20190623,3,42.53
389,20190821,4,59.48
389,20190912,4,50.96
389,20200124,7,96.79
389,20200124,6,81.33
389,20200321,1,14.49
389,20200321,1,29.49
389,20200606,3,36.36
389,20200606,4,55.35
390,20190104,1,15.36
391,20190103,2,32
392,20190102,3,58.91
393,20190102,2,29.16
394,20190102,1,26.99
394,20190118,2,29.76
395,20190102,1,26.99
396,20190102,3,41.1
396,20190602,2,80.54
396,20190708,2,19.73
396,20191024,3,35.97
396,20200319,4,32.92
396,20200429,2,21.37
396,20200601,1,28.99
397,20190102,2,42.14
397,20190501,3,62.49
398,20190102,9,92.34
398,20190313,1,6.77
398,20190324,7,109.55
398,20190403,5,68.23
398,20190424,2,29.92
398,20190506,2,15.54
398,20190619,1,13.97
398,20190731,6,91.16
398,20190804,2,26.73
398,20190814,1,15.96
398,20190820,1,14.37
398,20190822,1,14.37
398,20190915,2,25.98
398,20190929,1,11.49
398,20191008,4,55.46
398,20191010,2,30.48
398,20191015,2,25.98
398,20191023,14,163.86
398,20191029,1,12.99
398,20191201,2,29.48
398,20191209,2,30.98
398,20191215,1,13.99
398,20191216,2,27.98
398,20191222,1,12.99
398,20200114,2,27.48
398,20200116,3,46.47
398,20200126,3,41.16
398,20200202,4,51.96
398,20200204,4,55.85
398,20200205,4,58.96
398,20200206,1,16.49
398,20200209,1,14.99
398,20200219,2,27.98
398,20200224,1,14.49
398,20200302,1,11.18
398,20200303,2,26.3
398,20200310,1,9.49
398,20200327,3,47.86
398,20200422,3,36.34
398,20200423,4,47.46
398,20200518,1,12.99
398,20200518,1,12.99
398,20200615,3,39.84
398,20200630,2,28.48
399,20190103,2,34.36
399,20190205,2,27.96
400,20190102,1,14.37
400,20190109,1,14.37
400,20190326,1,14.79
400,20190530,1,12.97
400,20190725,3,48.71
400,20191226,1,12.99
400,20191226,1,6.49
400,20200207,1,14.49
400,20200315,1,12.58
401,20190102,2,41.74
402,20190102,1,10.77
402,20190104,1,13.97
403,20190102,1,11.77
404,20190102,1,10.97
404,20190107,1,19.99
404,20190223,2,30.95
404,20190409,1,11.77
404,20190703,2,30.15
404,20190718,1,14.37
404,20200420,2,20.98
405,20190102,1,14.99
406,20190102,3,29.32
406,20190625,3,51.72
406,20200217,1,32.49
406,20200327,3,39.2
406,20200506,2,66.48
407,20190106,2,21.74
408,20190102,1,25.99
409,20190102,1,14.37
410,20190102,2,29.98
410,20191117,1,12.99
411,20190102,3,41.1
411,20190106,1,51.97
411,20190122,4,73.06
411,20190205,15,245.11
411,20190212,5,67.83
411,20190217,5,62.04
411,20190227,4,49.48
411,20190313,4,74.67
411,20190319,2,318.74
411,20190416,4,56.87
411,20190428,4,58.85
411,20190525,3,42.71
411,20190625,4,61.28
411,20190717,5,58.85
411,20190916,5,69.95
411,20191008,6,77.94
411,20191013,4,95.96
411,20191024,5,55.95
411,20191102,2,101.98
411,20200102,4,104.96
412,20190110,3,35.31
412,20200117,1,10.49
413,20190102,2,25.94
414,20190212,3,43.95
415,20190102,1,31.99
416,20190102,2,47.98
417,20190102,7,114.58
417,20190113,3,55.71
417,20190114,1,14.96
417,20190904,2,29.73
418,20190102,2,24.98
419,20190102,4,108.72
420,20190102,1,16.36
421,20190102,2,28.47
421,20190119,2,24.74
421,20190227,1,15.36
421,20190310,1,13.97
421,20190701,10,124.29
422,20190102,3,35.31
422,20190103,3,38.72
422,20190205,1,13.97
422,20190207,1,13.97
422,20190514,8,113.35
423,20190102,1,24.99
424,20190102,1,13.97
424,20190117,2,63.94
424,20190608,2,26.56
424,20190624,1,31.03
424,20191020,1,12.99
424,20191207,3,91.47
424,20200101,1,39.49
424,20200610,1,14.49
425,20190102,1,14.99
426,20190102,1,10.99
427,20190102,1,11.97
428,20190102,1,14.99
429,20190102,1,11.77
429,20190711,2,31.14
429,20200614,1,59.49
430,20190112,1,11.77
430,20190701,7,102.33
430,20200430,3,38.47
430,20200513,2,30.98
431,20190102,1,17.76
431,20190118,5,55.05
431,20190328,6,72.62
431,20190520,5,57.25
431,20191213,3,43.47
431,20200616,4,57.46
432,20190102,5,64.44
433,20190108,1,31.97
433,20190616,4,59.63
433,20190622,1,32.45
433,20191013,3,37.47
433,20191112,2,27.48
433,20191220,1,10.49
433,20200615,3,85.45
434,20190102,3,33.31
435,20190102,3,40.7
436,20190102,2,30.73
436,20190126,2,30.73
436,20190205,3,54.9
436,20190330,2,27.94
436,20190529,1,13.97
437,20190102,2,28.13
438,20190102,2,24.96
439,20190102,3,41.11
440,20190102,1,14.96
441,20190106,5,62.45
441,20190213,1,12.49
441,20190505,1,6.79
441,20190526,1,6.79
441,20190813,3,37.31
441,20190916,2,23.98
441,20191117,2,15.48
441,20191120,1,14.49
441,20191210,1,14.99
441,20200603,2,24.48
442,20190102,1,14.79
443,20190102,1,14.99
443,20190117,1,24.99
444,20190102,1,13.97
445,20190102,2,24.74
445,20190504,2,28.33
445,20190511,2,25.54
445,20190701,2,27.14
445,20190710,1,14.37
445,20190823,2,27.13
445,20200122,2,19.48
445,20200322,3,33.97
446,20190102,1,19.99
446,20190419,1,19.77
446,20190715,2,31.52
446,20190731,1,13.97
446,20200117,1,11.49
446,20200629,1,15.49
447,20190102,2,19.94
448,20190102,3,36.71
449,20190103,4,49.68
449,20190118,3,35.31
450,20190102,2,20.76
450,20190609,3,38.9
451,20190118,1,24.99
452,20190102,1,12.97
452,20190306,1,11.77
453,20190108,5,57.45
453,20190520,9,123.71
454,20190102,1,29.9
454,20190219,1,12.49
454,20190603,2,37.4
454,20191110,1,12.49
455,20190102,1,0
456,20190321,5,58.25
456,20190415,8,108.53
456,20190518,5,69.23
456,20190611,4,54.67
456,20190914,6,68.44
456,20191120,8,103.92
456,20191120,1,15.49
457,20190102,13,185.77
457,20190106,14,192
457,20190110,10,131.49
458,20190119,1,5.78
458,20190726,1,14.37
458,20191018,1,12.49
458,20191118,2,8.48
458,20200311,1,12.49
458,20200512,1,38.49
459,20190103,1,23.99
460,20190102,2,29.98
460,20190122,2,34.98
461,20190313,4,55.07
461,20191028,9,109.41
462,20190102,1,17.3
463,20190102,4,53.29
463,20190111,1,15.76
464,20190102,5,62.45
464,20190618,1,43.72
464,20191106,3,14.47
464,20200328,4,30.96
464,20200613,2,21.57
465,20190102,2,42.98
465,20190407,2,42.98
466,20190102,2,44.98
466,20190227,2,28.93
467,20190102,1,11.77
467,20190115,1,15.96
468,20190323,2,26.73
468,20190721,2,26.14
468,20190914,2,25.98
469,20190102,1,11.97
470,20190102,1,15.76
471,20190102,7,123.43
471,20190215,2,44.36
472,20190102,3,50.97
472,20190118,5,74.71
472,20190201,2,32.35
473,20190102,3,34.97
474,20190102,5,51.85
474,20190429,2,26.74
474,20200215,3,43.47
475,20190102,2,43.13
476,20190102,1,13.97
477,20190102,1,21.99
478,20190102,1,14.37
479,20190102,1,17.9
480,20190102,1,13.99
481,20190102,1,13.97
482,20190103,2,15.76
483,20190117,1,24.99
484,20190110,2,29.33
484,20200227,2,23.06
484,20200320,4,40.23
484,20200502,1,11.88
484,20200531,1,12.99
485,20190102,4,46
485,20190107,4,53.5
485,20190111,4,58.87
485,20190223,7,100.34
485,20190308,7,107.59
485,20190313,1,18.76
485,20190320,5,100.24
485,20190506,4,38.87
485,20190513,2,28.13
485,20190617,4,49.67
485,20190714,6,94.46
485,20191020,3,91.47
485,20200201,12,203.88
485,20200306,3,80.06
485,20200429,6,82.94
486,20190102,1,20
487,20190103,1,11.77
488,20190102,1,17.3
488,20200121,1,15.49
489,20190102,3,47
489,20190117,1,13.97
490,20190102,1,11.77
490,20191111,1,15.99
491,20190102,1,15.76
492,20190102,1,12.97
492,20190422,1,8.77
492,20190530,2,24.98
492,20190707,2,24.5
492,20190714,2,35.21
492,20190803,1,14.96
492,20190804,1,11.77
492,20190821,2,24.98
492,20190916,3,21.47
492,20200608,2,23.76
493,20190102,2,28.34
494,20190102,1,13.77
495,20190102,2,28.96
495,20190105,3,43.11
496,20190102,2,26.13
496,20191022,1,12.99
497,20190102,1,11.77
498,20190102,5,79.43
498,20190125,3,40.7
499,20190102,5,61.05
499,20190118,5,63.65
499,20190216,9,123.93
499,20190919,15,159.35
499,20190919,2,24.98
499,20190921,7,84.93
499,20190921,2,23.48
499,20190924,3,40.47
499,20191001,1,22.49
499,20191001,1,11.49
499,20191001,1,11.49
499,20191001,1,15.49
499,20191001,1,15.49
499,20191001,1,13.99
499,20191001,1,13.99
499,20191001,1,12.99
499,20191001,1,20.99
499,20191001,1,26.99
499,20191001,1,14.49
499,20191002,1,9.49
499,20191002,1,11.49
499,20191002,1,11.49
499,20191002,1,19.99
499,20191003,1,13.99
499,20191003,1,2.99
499,20191003,1,11.49
499,20191003,1,15.49
499,20191003,1,10.49
499,20191003,1,55.49
499,20191005,1,14.99
499,20191005,1,12.99
499,20191007,2,25.98
499,20191007,1,11.99
499,20191014,1,11.99
499,20191014,1,12.99
499,20191014,1,14.49
499,20191014,1,13.99
499,20191014,1,18.99
499,20191014,1,13.99
499,20191015,1,11.49
499,20191015,1,11.49
499,20191015,1,5.49
499,20191015,1,11.49
499,20191015,1,9.49
499,20191015,1,20.99
499,20191015,1,20.99
499,20191015,1,20.99
499,20191015,1,22.49
499,20191019,1,12.99
499,20191019,1,12.99
499,20191028,1,12.99
499,20191028,1,12.99
499,20191028,1,19.99
499,20191029,1,9.49
499,20191029,1,9.49
499,20191029,1,6.49
499,20191029,1,9.49
499,20191029,1,9.49
499,20191029,1,9.49
499,20191029,1,9.49
499,20191029,1,9.49
499,20191029,1,20.99
499,20191029,1,11.49
499,20191029,1,11.49
499,20191029,1,13.49
499,20191029,1,19.99
499,20191029,1,9.99
499,20191029,1,9.99
499,20191029,1,19.99
499,20191101,13,129.87
499,20191106,8,92.92
499,20191110,11,172.89
499,20191110,3,95.97
499,20191113,5,89.95
499,20191114,1,11.49
499,20191114,1,9.49
499,20191114,1,9.49
499,20191114,1,9.49
499,20191114,1,13.99
499,20191116,1,12.99
499,20191117,1,14.49
499,20191117,1,14.49
499,20191117,1,14.49
499,20191121,1,18.99
499,20191121,1,22.49
499,20191123,1,14.49
499,20191126,1,14.49
499,20191126,1,11.49
499,20191126,1,11.49
499,20191127,1,12.99
499,20191128,15,192.35
499,20191210,11,154.39
499,20191210,10,121.9
499,20191224,3,34.47
499,20200118,12,175.88
499,20200205,3,38.06
499,20200308,15,206.41
499,20200315,7,81.52
499,20200315,1,45.99
499,20200329,8,104.42
499,20200425,3,35.25
499,20200428,6,83.72
499,20200501,3,41.47
499,20200501,1,28.99
499,20200509,10,136.89
499,20200510,9,112.95
499,20200601,21,248.79
499,20200603,1,9.49
499,20200614,11,143.07
499,20200621,12,110.38
500,20190102,2,21.74
