caseid,country,purchaselabel,gender,gender_rev,agegroup,ruralurban,GDP,BMI,children,numchild,education_rev,trustngo
41000994,27,0,1,0,1,2,22583.4,25.9,0,0,10,1
41000995,27,0,1,0,5,1,22583.4,25.9,0,0,5,0
41000999,27,0,1,0,4,1,22583.4,25.9,0,0,9,0
41001004,27,0,2,1,2,2,22583.4,25.9,1,1,6,0
41001005,27,0,2,1,5,2,22583.4,25.9,0,0,6,1
41001008,27,0,1,0,6,3,22583.4,25.9,0,0,9,0
41001009,27,0,1,0,1,2,22583.4,25.9,0,0,5,1
41001010,27,0,1,0,4,2,22583.4,25.9,0,0,9,1
41001011,27,0,2,1,3,1,22583.4,25.9,0,0,5,0
41001012,27,1,2,1,3,1,22583.4,25.9,1,2,9,1
41001013,27,0,1,0,3,1,22583.4,25.9,0,0,5,1
41001014,27,0,2,1,2,1,22583.4,25.9,1,1,5,1
41001017,27,0,2,1,3,1,22583.4,25.9,0,0,4,0
41001018,27,0,2,1,3,1,22583.4,25.9,0,0,5,1
41001019,27,0,1,0,4,2,22583.4,25.9,0,0,9,0
41001020,27,0,1,0,1,3,22583.4,25.9,1,1,10,1
41001021,27,0,2,1,4,2,22583.4,25.9,0,0,5,1
41001022,27,0,1,0,4,1,22583.4,25.9,0,0,7,1
41001024,27,0,2,1,6,1,22583.4,25.9,0,0,1,0
41001025,27,0,2,1,5,1,22583.4,25.9,1,1,5,0
41001026,27,1,2,1,5,2,22583.4,25.9,0,0,6,0
41001027,27,1,2,1,3,2,22583.4,25.9,0,0,5,1
41001028,27,0,2,1,3,2,22583.4,25.9,0,0,5,1
41001029,27,0,2,1,4,2,22583.4,25.9,0,0,6,1
41001030,27,0,1,0,6,3,22583.4,25.9,0,0,5,1
41001031,27,0,2,1,4,2,22583.4,25.9,0,0,6,0
41001032,27,1,1,0,5,2,22583.4,25.9,0,0,6,0
41001033,27,0,2,1,2,2,22583.4,25.9,0,0,6,1
41001034,27,0,2,1,2,3,22583.4,25.9,0,0,5,1
41001035,27,0,2,1,5,3,22583.4,25.9,0,0,6,1
41001036,27,0,2,1,4,3,22583.4,25.9,0,0,6,0
41001037,27,0,1,0,2,1,22583.4,25.9,1,2,5,0
41001038,27,0,1,0,3,1,22583.4,25.9,1,3,4,0
41001039,27,0,2,1,1,1,22583.4,25.9,1,1,5,1
41001040,27,0,2,1,1,1,22583.4,25.9,0,0,6,0
41001041,27,0,2,1,1,3,22583.4,25.9,0,0,10,1
41001042,27,1,2,1,3,3,22583.4,25.9,1,1,6,1
41001043,27,0,2,1,5,3,22583.4,25.9,0,0,6,0
41001044,27,0,1,0,3,1,22583.4,25.9,1,3,5,1
41001046,27,0,2,1,4,2,22583.4,25.9,0,0,5,1
41001048,27,0,2,1,2,2,22583.4,25.9,1,1,5,0
41001049,27,0,1,0,4,3,22583.4,25.9,0,0,5,0
41001050,27,0,2,1,4,3,22583.4,25.9,1,1,4,0
41001051,27,0,2,1,2,3,22583.4,25.9,1,1,6,0
41001052,27,0,1,0,1,3,22583.4,25.9,0,0,9,0
41001053,27,0,2,1,2,3,22583.4,25.9,0,0,5,0
41001054,27,0,1,0,5,3,22583.4,25.9,0,0,6,0
41001055,27,0,2,1,2,3,22583.4,25.9,1,4,2,0
41001056,27,1,2,1,4,2,22583.4,25.9,0,0,6,1
41001059,27,1,2,1,4,3,22583.4,25.9,0,0,6,1
41001060,27,0,2,1,3,3,22583.4,25.9,1,1,6,1
41001061,27,0,2,1,4,2,22583.4,25.9,0,0,6,0
41001062,27,1,2,1,4,1,22583.4,25.9,0,0,5,0
41001063,27,0,2,1,6,1,22583.4,25.9,0,0,5,0
41001064,27,0,1,0,4,1,22583.4,25.9,0,0,4,0
41001065,27,0,2,1,2,1,22583.4,25.9,1,3,5,0
41001066,27,0,2,1,5,2,22583.4,25.9,0,0,4,1
41001068,27,0,1,0,4,1,22583.4,25.9,0,0,6,1
41001069,27,0,2,1,3,1,22583.4,25.9,1,1,6,0
41001070,27,0,2,1,6,1,22583.4,25.9,0,0,4,0
41001071,27,0,2,1,3,1,22583.4,25.9,0,0,5,1
41001072,27,0,1,0,3,1,22583.4,25.9,1,1,6,1
41001073,27,1,2,1,3,1,22583.4,25.9,1,1,5,0
41001074,27,0,1,0,1,1,22583.4,25.9,0,0,5,1
41001075,27,0,2,1,3,1,22583.4,25.9,1,2,5,0
41001078,27,0,2,1,3,1,22583.4,25.9,0,0,4,0
41001079,27,0,2,1,2,2,22583.4,25.9,0,0,9,1
41001080,27,1,2,1,3,2,22583.4,25.9,1,2,6,1
41001081,27,0,2,1,4,3,22583.4,25.9,0,0,6,1
41001082,27,0,1,0,5,2,22583.4,25.9,0,0,9,0
41001083,27,0,2,1,6,2,22583.4,25.9,1,2,9,1
41001084,27,1,2,1,3,2,22583.4,25.9,0,0,5,1
41001085,27,0,2,1,4,2,22583.4,25.9,0,0,7,1
41001087,27,0,2,1,2,2,22583.4,25.9,1,1,5,1
41001088,27,0,1,0,5,2,22583.4,25.9,0,0,5,0
41001089,27,0,2,1,4,2,22583.4,25.9,0,0,5,0
41001091,27,0,2,1,5,2,22583.4,25.9,0,0,5,0
41001092,27,0,2,1,2,1,22583.4,25.9,0,0,5,0
41001094,27,0,1,0,5,1,22583.4,25.9,0,0,6,0
41001095,27,0,2,1,5,1,22583.4,25.9,0,0,4,0
41001096,27,0,2,1,1,1,22583.4,25.9,0,0,10,0
41001097,27,0,1,0,2,2,22583.4,25.9,1,1,5,1
41001098,27,0,2,1,3,3,22583.4,25.9,1,2,5,0
41001099,27,0,2,1,5,2,22583.4,25.9,1,1,6,1
41001101,27,0,2,1,2,3,22583.4,25.9,0,0,5,0
41001102,27,0,2,1,4,3,22583.4,25.9,0,0,6,1
41001103,27,0,1,0,3,3,22583.4,25.9,0,0,6,1
41001104,27,0,2,1,3,3,22583.4,25.9,0,0,5,1
41001105,27,0,2,1,4,3,22583.4,25.9,0,0,6,1
41001106,27,1,2,1,3,1,22583.4,25.9,0,0,6,0
41001107,27,1,2,1,3,1,22583.4,25.9,0,0,9,1
41001108,27,0,2,1,4,1,22583.4,25.9,0,0,6,0
41001109,27,0,1,0,3,1,22583.4,25.9,1,2,4,0
41001110,27,0,1,0,2,1,22583.4,25.9,1,1,5,1
41001111,27,0,1,0,2,1,22583.4,25.9,0,0,5,1
41001112,27,1,2,1,3,1,22583.4,25.9,1,1,4,0
41001113,27,0,2,1,3,1,22583.4,25.9,1,2,5,0
41001114,27,1,2,1,2,1,22583.4,25.9,1,1,5,1
41001115,27,0,1,0,4,1,22583.4,25.9,0,0,4,0
41001116,27,0,1,0,6,1,22583.4,25.9,0,0,1,1
41001117,27,0,2,1,2,1,22583.4,25.9,1,1,4,1
41001118,27,0,2,1,5,1,22583.4,25.9,0,0,2,0
41001119,27,0,2,1,2,2,22583.4,25.9,1,2,4,1
41001121,27,1,1,0,4,2,22583.4,25.9,1,1,7,1
41001122,27,0,2,1,3,1,22583.4,25.9,0,0,6,1
41001123,27,1,2,1,2,1,22583.4,25.9,1,2,6,1
41001124,27,1,2,1,2,1,22583.4,25.9,1,2,9,1
41001125,27,0,1,0,3,2,22583.4,25.9,1,3,5,1
41001126,27,0,2,1,2,1,22583.4,25.9,1,1,5,0
41001127,27,0,1,0,2,1,22583.4,25.9,1,1,5,0
41001128,27,0,1,0,3,3,22583.4,25.9,0,0,6,0
41001129,27,0,2,1,4,3,22583.4,25.9,0,0,6,0
41001130,27,0,1,0,4,2,22583.4,25.9,0,0,4,1
41001131,27,0,1,0,3,2,22583.4,25.9,1,1,4,0
41001132,27,0,1,0,1,2,22583.4,25.9,1,1,10,1
41001133,27,0,2,1,2,2,22583.4,25.9,1,1,5,1
41001134,27,0,1,0,2,3,22583.4,25.9,0,0,5,0
41001135,27,0,2,1,2,3,22583.4,25.9,0,0,5,0
41001136,27,0,2,1,6,1,22583.4,25.9,0,0,2,0
41001137,27,1,2,1,2,1,22583.4,25.9,0,0,9,1
41001138,27,0,1,0,2,1,22583.4,25.9,0,0,5,0
41001139,27,0,1,0,6,1,22583.4,25.9,0,0,3,0
41001140,27,0,2,1,3,1,22583.4,25.9,1,2,5,0
41001141,27,0,2,1,3,1,22583.4,25.9,0,0,5,0
41001142,27,0,2,1,1,1,22583.4,25.9,1,2,10,0
41001143,27,0,2,1,5,2,22583.4,25.9,0,0,9,0
41001144,27,0,2,1,6,2,22583.4,25.9,0,0,9,0
41001145,27,1,2,1,4,2,22583.4,25.9,0,0,9,1
41001149,27,0,1,0,4,2,22583.4,25.9,0,0,7,0
41001150,27,0,1,0,4,2,22583.4,25.9,0,0,6,0
41001151,27,0,2,1,4,2,22583.4,25.9,0,0,6,1
41001152,27,0,1,0,6,2,22583.4,25.9,0,0,5,0
41001153,27,1,2,1,2,1,22583.4,25.9,0,0,5,0
41001158,27,0,1,0,5,2,22583.4,25.9,0,0,5,1
41001159,27,0,2,1,6,2,22583.4,25.9,0,0,4,0
41001160,27,0,2,1,3,2,22583.4,25.9,0,0,5,1
41001161,27,0,1,0,4,2,22583.4,25.9,0,0,5,1
41001162,27,0,2,1,5,2,22583.4,25.9,1,1,5,1
41002001,27,1,2,1,6,2,22583.4,25.9,0,0,6,1
42000002,28,0,2,1,6,3,28487.7,25.8,0,0,2,0
42000003,28,0,2,1,6,3,28487.7,25.8,0,0,5,0
42000004,28,0,1,0,1,3,28487.7,25.8,0,0,10,0
42000005,28,0,1,0,3,3,28487.7,25.8,0,0,6,0
42000006,28,0,2,1,6,3,28487.7,25.8,0,0,1,0
42000007,28,1,2,1,5,3,28487.7,25.8,0,0,3,0
42000009,28,0,2,1,5,1,28487.7,25.8,0,0,1,0
42000010,28,1,1,0,5,1,28487.7,25.8,0,0,2,1
42000011,28,0,1,0,1,1,28487.7,25.8,0,0,5,1
42000012,28,0,1,0,5,1,28487.7,25.8,0,0,5,1
42000013,28,1,2,1,1,1,28487.7,25.8,0,0,10,0
42000014,28,1,1,0,1,1,28487.7,25.8,0,0,5,1
42000016,28,0,2,1,4,1,28487.7,25.8,0,0,6,0
42000017,28,0,2,1,6,1,28487.7,25.8,0,0,6,0
42000018,28,0,1,0,1,1,28487.7,25.8,0,0,10,0
42000019,28,1,2,1,3,1,28487.7,25.8,1,2,6,1
42000020,28,0,2,1,2,1,28487.7,25.8,1,2,2,0
42000021,28,0,2,1,6,1,28487.7,25.8,0,0,3,1
42000022,28,0,2,1,4,1,28487.7,25.8,0,0,2,1
42000023,28,0,2,1,2,1,28487.7,25.8,1,2,5,0
42000024,28,0,2,1,5,1,28487.7,25.8,0,0,2,0
42000025,28,0,2,1,5,1,28487.7,25.8,0,0,2,1
42000026,28,0,2,1,6,1,28487.7,25.8,0,0,2,0
42000027,28,0,2,1,2,1,28487.7,25.8,1,2,6,1
42000028,28,0,2,1,5,1,28487.7,25.8,0,0,2,0
42000029,28,0,1,0,4,1,28487.7,25.8,0,0,7,0
42000030,28,0,2,1,4,1,28487.7,25.8,0,0,2,0
42000031,28,0,2,1,4,1,28487.7,25.8,0,0,3,1
42000032,28,0,2,1,6,1,28487.7,25.8,0,0,2,0
42000033,28,0,2,1,4,1,28487.7,25.8,0,0,6,1
42000034,28,0,1,0,4,1,28487.7,25.8,0,0,6,0
42000036,28,0,2,1,1,2,28487.7,25.8,1,2,10,0
42000037,28,0,1,0,5,2,28487.7,25.8,0,0,2,0
42000038,28,0,2,1,2,2,28487.7,25.8,1,1,5,1
42000039,28,0,2,1,3,1,28487.7,25.8,1,1,7,0
42000040,28,1,2,1,2,1,28487.7,25.8,1,1,9,1
42000042,28,0,1,0,4,1,28487.7,25.8,0,0,2,0
42000043,28,0,2,1,1,1,28487.7,25.8,1,2,10,0
42000044,28,0,2,1,6,1,28487.7,25.8,0,0,5,1
42000045,28,0,1,0,6,1,28487.7,25.8,0,0,5,0
42000046,28,0,2,1,4,1,28487.7,25.8,0,0,5,1
42000047,28,0,2,1,4,1,28487.7,25.8,0,0,5,1
42000048,28,0,2,1,6,1,28487.7,25.8,1,2,2,0
42000049,28,0,2,1,6,1,28487.7,25.8,0,0,2,0
42000050,28,0,2,1,4,1,28487.7,25.8,0,0,4,1
42000051,28,1,1,0,5,1,28487.7,25.8,0,0,6,1
42000052,28,0,2,1,1,2,28487.7,25.8,1,1,10,1
42000053,28,0,1,0,1,2,28487.7,25.8,0,0,10,1
42000054,28,0,2,1,3,2,28487.7,25.8,1,2,5,1
42000055,28,0,1,0,6,1,28487.7,25.8,1,1,2,0
42000056,28,0,2,1,6,1,28487.7,25.8,0,0,2,0
42000057,28,0,2,1,3,1,28487.7,25.8,1,2,5,0
42000058,28,0,2,1,4,1,28487.7,25.8,0,0,1,0
42000059,28,0,2,1,6,1,28487.7,25.8,0,0,7,0
42000060,28,0,1,0,6,1,28487.7,25.8,1,1,1,0
42000063,28,0,1,0,1,2,28487.7,25.8,0,0,10,0
42000065,28,0,1,0,2,3,28487.7,25.8,0,0,10,0
42000066,28,0,2,1,6,2,28487.7,25.8,0,0,6,0
42000067,28,1,2,1,4,2,28487.7,25.8,0,0,6,1
42000068,28,1,1,0,4,2,28487.7,25.8,0,0,6,1
42000069,28,0,2,1,2,2,28487.7,25.8,0,0,9,0
42000071,28,0,2,1,3,2,28487.7,25.8,1,3,5,1
42000074,28,0,2,1,6,2,28487.7,25.8,0,0,2,0
42000075,28,0,1,0,6,2,28487.7,25.8,0,0,9,0
42000076,28,1,2,1,2,2,28487.7,25.8,0,0,10,1
42000077,28,0,2,1,1,2,28487.7,25.8,0,0,10,0
42000078,28,0,2,1,2,2,28487.7,25.8,0,0,9,1
42000079,28,1,2,1,4,2,28487.7,25.8,0,0,8,1
42000080,28,1,1,0,2,1,28487.7,25.8,0,0,9,1
42000081,28,0,1,0,2,1,28487.7,25.8,1,3,9,1
42000082,28,1,1,0,4,1,28487.7,25.8,0,0,6,0
42000083,28,1,2,1,6,1,28487.7,25.8,0,0,1,0
42000084,28,1,1,0,5,1,28487.7,25.8,0,0,5,1
42000085,28,1,2,1,3,1,28487.7,25.8,1,2,9,0
42000086,28,0,2,1,1,2,28487.7,25.8,1,1,10,0
42000087,28,0,2,1,4,1,28487.7,25.8,0,0,9,1
42000088,28,0,1,0,6,1,28487.7,25.8,0,0,7,1
42000089,28,1,2,1,4,1,28487.7,25.8,0,0,7,0
42000090,28,1,1,0,6,1,28487.7,25.8,0,0,4,0
42000091,28,1,2,1,5,1,28487.7,25.8,0,0,2,0
42000092,28,0,1,0,4,2,28487.7,25.8,1,1,7,0
42000100,28,1,2,1,6,2,28487.7,25.8,0,0,2,0
42000101,28,0,1,0,2,2,28487.7,25.8,0,0,10,0
42000102,28,0,2,1,5,2,28487.7,25.8,0,0,6,0
42000103,28,0,2,1,1,2,28487.7,25.8,0,0,9,1
42000104,28,0,2,1,5,2,28487.7,25.8,0,0,5,0
42000105,28,1,2,1,4,2,28487.7,25.8,0,0,7,1
42000108,28,0,2,1,4,3,28487.7,25.8,0,0,2,0
42000109,28,0,1,0,5,3,28487.7,25.8,0,0,8,0
42000110,28,0,1,0,2,3,28487.7,25.8,0,0,5,0
42000111,28,0,2,1,6,1,28487.7,25.8,0,0,2,1
42000112,28,1,2,1,3,1,28487.7,25.8,1,1,5,1
42000113,28,0,2,1,2,1,28487.7,25.8,1,2,9,0
42000114,28,1,1,0,4,1,28487.7,25.8,0,0,9,1
42000115,28,1,2,1,1,3,28487.7,25.8,0,0,10,1
42000116,28,0,2,1,6,3,28487.7,25.8,0,0,6,1
42000117,28,0,2,1,1,3,28487.7,25.8,0,0,10,1
42000118,28,0,1,0,5,1,28487.7,25.8,0,0,4,0
42000119,28,0,1,0,5,1,28487.7,25.8,0,0,2,0
42000120,28,0,2,1,6,1,28487.7,25.8,0,0,1,0
42000121,28,0,1,0,5,2,28487.7,25.8,0,0,6,1
42000122,28,0,1,0,5,2,28487.7,25.8,0,0,2,0
42000123,28,0,1,0,6,2,28487.7,25.8,0,0,6,1
42000124,28,0,2,1,5,2,28487.7,25.8,0,0,6,1
42000125,28,0,1,0,6,3,28487.7,25.8,0,0,4,1
42000126,28,1,2,1,6,3,28487.7,25.8,0,0,9,0
42000127,28,1,2,1,3,3,28487.7,25.8,1,1,9,1
42000128,28,1,2,1,5,3,28487.7,25.8,0,0,9,0
42000129,28,0,2,1,1,3,28487.7,25.8,0,0,9,0
42000130,28,0,1,0,5,3,28487.7,25.8,0,0,9,0
42000132,28,0,1,0,3,2,28487.7,25.8,0,0,5,0
42000133,28,0,1,0,2,2,28487.7,25.8,0,0,9,0
42000135,28,1,2,1,5,2,28487.7,25.8,1,1,9,1
42000136,28,0,1,0,6,2,28487.7,25.8,0,0,6,0
42000137,28,0,2,1,2,2,28487.7,25.8,1,2,9,0
42000138,28,0,2,1,4,2,28487.7,25.8,0,0,9,1
42000139,28,0,2,1,5,2,28487.7,25.8,0,0,6,0
42000140,28,0,1,0,5,2,28487.7,25.8,0,0,5,0
42000142,28,0,2,1,1,1,28487.7,25.8,0,0,10,1
42000143,28,0,1,0,4,1,28487.7,25.8,0,0,5,0
42000144,28,0,2,1,2,1,28487.7,25.8,0,0,7,1
42000145,28,0,2,1,4,1,28487.7,25.8,0,0,2,0
42000146,28,0,2,1,6,1,28487.7,25.8,0,0,7,0
42000147,28,0,1,0,6,1,28487.7,25.8,0,0,2,0
42000148,28,0,1,0,6,2,28487.7,25.8,0,0,9,1
42000149,28,0,2,1,5,2,28487.7,25.8,1,1,8,1
42000150,28,0,2,1,6,2,28487.7,25.8,0,0,3,0
42000151,28,1,2,1,5,1,28487.7,25.8,0,0,8,1
42000152,28,0,1,0,6,1,28487.7,25.8,1,2,4,0
42000153,28,0,2,1,3,2,28487.7,25.8,1,1,9,1
42000154,28,0,2,1,1,2,28487.7,25.8,0,0,10,1
42000155,28,0,1,0,2,2,28487.7,25.8,1,1,5,1
42000156,28,1,2,1,2,3,28487.7,25.8,0,0,10,1
42000157,28,1,1,0,4,3,28487.7,25.8,0,0,7,1
42000158,28,0,2,1,6,3,28487.7,25.8,0,0,6,1
42000160,28,0,1,0,4,2,28487.7,25.8,0,0,5,0
42000161,28,0,2,1,6,2,28487.7,25.8,0,0,1,0
42000162,28,0,2,1,6,1,28487.7,25.8,0,0,9,0
42000163,28,0,1,0,4,2,28487.7,25.8,0,0,9,0
42000164,28,0,2,1,6,2,28487.7,25.8,0,0,7,1
42000165,28,1,2,1,6,2,28487.7,25.8,0,0,3,1
42000166,28,0,1,0,4,1,28487.7,25.8,0,0,5,1
42000167,28,0,1,0,3,1,28487.7,25.8,0,0,5,0
42000168,28,0,1,0,3,1,28487.7,25.8,1,1,6,0
42000169,28,1,2,1,3,1,28487.7,25.8,0,0,5,0
42000170,28,0,2,1,6,2,28487.7,25.8,0,0,1,0
42000171,28,0,2,1,4,2,28487.7,25.8,0,0,1,0
42000172,28,0,2,1,3,2,28487.7,25.8,0,0,7,0
42000173,28,0,2,1,4,1,28487.7,25.8,0,0,2,0
42000174,28,0,2,1,6,1,28487.7,25.8,0,0,1,0
42000175,28,0,2,1,6,1,28487.7,25.8,0,0,2,0
42000176,28,1,2,1,5,1,28487.7,25.8,0,0,5,0
42000177,28,1,1,0,6,2,28487.7,25.8,0,0,5,0
42000178,28,0,2,1,3,2,28487.7,25.8,1,1,4,0
42000179,28,0,1,0,5,2,28487.7,25.8,0,0,6,0
42000180,28,0,1,0,4,1,28487.7,25.8,0,0,2,0
42000181,28,0,1,0,2,1,28487.7,25.8,0,0,4,1
42000182,28,0,1,0,6,1,28487.7,25.8,0,0,6,0
42000183,28,0,2,1,5,2,28487.7,25.8,0,0,2,0
42000184,28,1,1,0,5,2,28487.7,25.8,0,0,6,0
42000185,28,1,2,1,3,1,28487.7,25.8,1,2,6,0
42000188,28,0,2,1,5,1,28487.7,25.8,0,0,11,0
42000189,28,0,2,1,4,1,28487.7,25.8,0,0,11,0
42000190,28,0,2,1,6,1,28487.7,25.8,0,0,2,1
42000191,28,0,1,0,1,1,28487.7,25.8,0,0,10,0
42000192,28,0,2,1,6,1,28487.7,25.8,0,0,6,0
42000193,28,0,1,0,5,1,28487.7,25.8,0,0,6,1
42000194,28,1,1,0,5,1,28487.7,25.8,0,0,6,0
42000195,28,0,1,0,4,1,28487.7,25.8,0,0,5,1
42000196,28,0,2,1,4,1,28487.7,25.8,1,1,2,0
42000197,28,0,2,1,6,1,28487.7,25.8,0,0,3,0
42000198,28,0,2,1,5,1,28487.7,25.8,0,0,2,0
42000199,28,0,1,0,3,1,28487.7,25.8,0,0,2,1
42000200,28,0,2,1,2,1,28487.7,25.8,0,0,5,1
42000201,28,0,2,1,5,1,28487.7,25.8,0,0,2,0
42000202,28,0,1,0,4,1,28487.7,25.8,1,1,5,1
42000203,28,0,2,1,5,3,28487.7,25.8,0,0,8,0
42000204,28,0,1,0,4,3,28487.7,25.8,0,0,5,1
42000205,28,0,1,0,1,3,28487.7,25.8,0,0,10,0
42000206,28,0,2,1,4,3,28487.7,25.8,0,0,9,1
42000207,28,0,1,0,1,3,28487.7,25.8,0,0,10,1
42000209,28,0,2,1,4,3,28487.7,25.8,0,0,6,0
42000210,28,1,1,0,4,2,28487.7,25.8,0,0,6,1
42000211,28,0,2,1,3,2,28487.7,25.8,0,0,5,1
42000212,28,0,2,1,6,2,28487.7,25.8,0,0,6,1
42000213,28,0,2,1,6,2,28487.7,25.8,0,0,5,0
42000214,28,0,1,0,2,1,28487.7,25.8,0,0,6,0
42000215,28,0,1,0,6,2,28487.7,25.8,0,0,5,1
42000216,28,0,1,0,1,2,28487.7,25.8,0,0,10,0
42000217,28,0,1,0,6,2,28487.7,25.8,0,0,2,0
42000218,28,0,1,0,4,2,28487.7,25.8,0,0,6,1
42000219,28,0,1,0,6,1,28487.7,25.8,0,0,1,0
42000220,28,0,2,1,4,1,28487.7,25.8,1,2,4,0
42000221,28,0,2,1,6,1,28487.7,25.8,0,0,2,0
42000222,28,0,1,0,4,1,28487.7,25.8,0,0,5,1
42000223,28,0,1,0,4,1,28487.7,25.8,0,0,2,0
42000224,28,0,2,1,6,1,28487.7,25.8,0,0,2,0
42000225,28,0,1,0,1,1,28487.7,25.8,0,0,6,1
42000226,28,0,2,1,2,1,28487.7,25.8,1,2,6,0
42000227,28,0,1,0,6,1,28487.7,25.8,0,0,2,0
42000228,28,0,2,1,2,1,28487.7,25.8,1,2,5,1
42000229,28,0,1,0,6,2,28487.7,25.8,0,0,7,0
42000230,28,0,2,1,1,3,28487.7,25.8,1,1,6,1
42000231,28,0,2,1,3,3,28487.7,25.8,1,2,6,1
42000232,28,0,1,0,6,2,28487.7,25.8,0,0,6,1
42000233,28,1,2,1,6,2,28487.7,25.8,0,0,5,1
42000234,28,0,2,1,4,1,28487.7,25.8,0,0,6,1
42000235,28,0,2,1,2,1,28487.7,25.8,1,1,9,1
42000236,28,0,2,1,3,2,28487.7,25.8,1,2,9,1
42000237,28,1,2,1,3,1,28487.7,25.8,1,1,9,1
42000238,28,0,2,1,4,1,28487.7,25.8,0,0,2,1
42000239,28,1,2,1,5,1,28487.7,25.8,0,0,2,0
42000240,28,0,2,1,3,3,28487.7,25.8,1,2,5,0
42000241,28,1,1,0,3,3,28487.7,25.8,1,1,5,1
42000242,28,0,1,0,5,2,28487.7,25.8,0,0,9,0
42000243,28,0,1,0,4,1,28487.7,25.8,0,0,2,1
42000244,28,0,2,1,5,1,28487.7,25.8,0,0,2,0
42000245,28,0,2,1,5,1,28487.7,25.8,0,0,2,0
42000246,28,0,2,1,4,1,28487.7,25.8,0,0,6,0
42000247,28,0,2,1,5,1,28487.7,25.8,0,0,2,0
42000248,28,0,2,1,6,1,28487.7,25.8,0,0,2,0
42000249,28,1,1,0,5,1,28487.7,25.8,0,0,9,1
42000250,28,1,2,1,5,1,28487.7,25.8,0,0,7,0
42000251,28,0,2,1,5,1,28487.7,25.8,0,0,2,0
42000252,28,0,2,1,5,1,28487.7,25.8,0,0,5,1
42000253,28,0,1,0,1,3,28487.7,25.8,0,0,10,0
42000254,28,0,2,1,5,2,28487.7,25.8,0,0,7,0
42000256,28,0,1,0,4,1,28487.7,25.8,0,0,9,1
42000257,28,0,1,0,2,2,28487.7,25.8,0,0,9,0
42000258,28,0,2,1,2,1,28487.7,25.8,1,2,2,0
42000259,28,0,2,1,6,1,28487.7,25.8,0,0,2,0
42000260,28,0,2,1,3,2,28487.7,25.8,1,1,5,0
42000261,28,0,1,0,1,2,28487.7,25.8,0,0,10,0
42000262,28,1,1,0,2,1,28487.7,25.8,1,1,8,0
42000263,28,0,1,0,3,1,28487.7,25.8,0,0,5,0
42000264,28,1,2,1,4,2,28487.7,25.8,0,0,2,1
42000265,28,0,1,0,3,2,28487.7,25.8,1,2,6,0
42000266,28,1,2,1,5,1,28487.7,25.8,0,0,9,0
42000267,28,1,2,1,5,1,28487.7,25.8,0,0,9,1
42000268,28,0,2,1,1,1,28487.7,25.8,0,0,10,0
42000269,28,1,1,0,4,1,28487.7,25.8,0,0,9,1
42000271,28,0,2,1,4,1,28487.7,25.8,0,0,2,1
42000272,28,0,2,1,6,1,28487.7,25.8,0,0,11,0
42000273,28,0,2,1,5,1,28487.7,25.8,0,0,2,0
42000274,28,0,2,1,6,1,28487.7,25.8,0,0,1,0
42000276,28,0,1,0,4,1,28487.7,25.8,0,0,4,1
42000278,28,0,2,1,4,2,28487.7,25.8,0,0,1,0
42000279,28,0,1,0,4,2,28487.7,25.8,0,0,9,0
42000280,28,0,1,0,6,2,28487.7,25.8,0,0,9,1
42000281,28,1,2,1,3,2,28487.7,25.8,1,1,9,1
42000282,28,0,2,1,5,2,28487.7,25.8,0,0,6,1
42000283,28,1,2,1,4,2,28487.7,25.8,0,0,2,1
42000284,28,0,1,0,1,1,28487.7,25.8,1,1,10,0
42000285,28,1,1,0,4,1,28487.7,25.8,1,1,7,1
42000286,28,0,1,0,2,1,28487.7,25.8,0,0,8,1
42000287,28,0,2,1,6,2,28487.7,25.8,0,0,7,1
42000288,28,0,2,1,2,1,28487.7,25.8,1,2,9,1
42000289,28,0,1,0,4,1,28487.7,25.8,0,0,4,1
42000290,28,0,2,1,4,1,28487.7,25.8,0,0,7,1
42000291,28,0,2,1,5,1,28487.7,25.8,0,0,6,1
42000292,28,0,2,1,3,1,28487.7,25.8,1,2,6,0
42000294,28,0,2,1,4,3,28487.7,25.8,0,0,4,1
42000295,28,0,1,0,6,3,28487.7,25.8,0,0,9,0
42000296,28,0,2,1,1,3,28487.7,25.8,0,0,10,1
42000297,28,1,1,0,6,3,28487.7,25.8,0,0,9,1
42000298,28,1,1,0,3,3,28487.7,25.8,1,2,9,1
42000299,28,1,1,0,2,3,28487.7,25.8,0,0,9,1
42000300,28,0,1,0,1,3,28487.7,25.8,0,0,10,1
42000301,28,0,2,1,6,1,28487.7,25.8,0,0,2,0
42000302,28,0,1,0,1,1,28487.7,25.8,0,0,10,1
42000303,28,0,2,1,2,1,28487.7,25.8,0,0,10,1
42000305,28,0,2,1,6,2,28487.7,25.8,0,0,1,1
42000306,28,0,2,1,6,2,28487.7,25.8,0,0,1,0
42000307,28,0,2,1,6,2,28487.7,25.8,0,0,2,0
42000308,28,0,2,1,6,2,28487.7,25.8,0,0,7,0
42000309,28,0,2,1,6,2,28487.7,25.8,1,1,2,0
42000310,28,0,2,1,5,2,28487.7,25.8,0,0,7,0
42000311,28,0,2,1,4,1,28487.7,25.8,1,3,6,1
42000312,28,0,2,1,4,1,28487.7,25.8,0,0,6,0
42000313,28,1,1,0,6,1,28487.7,25.8,0,0,2,0
42000314,28,0,1,0,2,1,28487.7,25.8,0,0,7,0
42000315,28,1,2,1,5,2,28487.7,25.8,0,0,2,0
42000316,28,0,1,0,4,2,28487.7,25.8,0,0,6,0
