Consumer_id,Block,Choice_id,Alternative,Choice,Origin,Manufacture,Energy,Nuts,Tokens,Organic,Premium,Fairtrade,Sugar,Price,Age_Group,Gender,Salary,Education,Employment,Location_by_region,Choco_Consumption,Sustainability_Score
38,6,190,1,0,Peru,UnderDeveloped,Low,No,No,No,Yes,Yes,Low,2,2,2,1,2,3,1,2,-0.0966
38,6,190,2,1,Ecuador,Developing,High,Nuts only,Keep & Use,Yes,Yes,No,High,2.76,2,2,1,2,3,1,2,-0.0966
38,6,190,3,0,Ecuador,Developing,High,No,No,Yes,No,Yes,Low,4.95,2,2,1,2,3,1,2,-0.0966
39,7,191,1,0,Peru,Developing,High,No,No,Yes,No,Yes,Low,3,1,2,2,1,1,1,2,-0.72257
39,7,191,2,1,Ecuador,Developed,Low,Nuts only,Donate,No,No,No,Low,5,1,2,2,1,1,1,2,-0.72257
39,7,191,3,0,Venezuela,UnderDeveloped,Low,Nuts and Fruit,Keep & Use,No,Yes,Yes,High,7,1,2,2,1,1,1,2,-0.72257
39,7,192,1,1,Peru,UnderDeveloped,Low,Nuts only,Donate,No,Yes,Yes,Low,4,1,2,2,1,1,1,2,-0.72257
39,7,192,2,0,Ecuador,Developing,High,No,No,No,No,Yes,High,5,1,2,2,1,1,1,2,-0.72257
39,7,192,3,0,Venezuela,Developed,Low,Nuts and Fruit,Keep & Use,Yes,Yes,No,High,4,1,2,2,1,1,1,2,-0.72257
39,7,193,1,1,Venezuela,Developed,Low,No,Donate,Yes,No,Yes,High,5,1,2,2,1,1,1,2,-0.72257
39,7,193,2,0,Venezuela,UnderDeveloped,Low,No,Keep & Use,No,No,No,Low,7,1,2,2,1,1,1,2,-0.72257
39,7,193,3,0,Ecuador,Developing,High,Nuts only,No,No,Yes,Yes,High,3,1,2,2,1,1,1,2,-0.72257
39,7,194,1,0,Peru,Developing,High,No,No,Yes,No,No,High,7,1,2,2,1,1,1,2,-0.72257
39,7,194,2,0,Ecuador,Developing,High,Nuts and Fruit,Donate,No,Yes,No,High,3,1,2,2,1,1,1,2,-0.72257
39,7,194,3,1,Venezuela,UnderDeveloped,Low,Nuts only,Keep & Use,Yes,No,Yes,Low,4,1,2,2,1,1,1,2,-0.72257
39,7,195,1,0,Peru,UnderDeveloped,Low,No,No,No,Yes,Yes,Low,2,1,2,2,1,1,1,2,-0.72257
39,7,195,2,1,Ecuador,Developing,High,Nuts only,Keep & Use,Yes,Yes,No,High,2.76,1,2,2,1,1,1,2,-0.72257
39,7,195,3,0,Ecuador,Developing,High,No,No,Yes,No,Yes,Low,4.95,1,2,2,1,1,1,2,-0.72257
40,3,196,1,0,Ecuador,Developing,High,Nuts only,No,No,Yes,No,High,5,2,2,3,2,1,1,2,-0.60916
40,3,196,2,1,Venezuela,UnderDeveloped,Low,No,Donate,Yes,No,No,High,4,2,2,3,2,1,1,2,-0.60916
40,3,196,3,0,Venezuela,Developed,Low,Nuts and Fruit,Keep & Use,No,No,Yes,Low,4,2,2,3,2,1,1,2,-0.60916
40,3,197,1,1,Ecuador,UnderDeveloped,High,No,No,Yes,Yes,Yes,High,3,2,2,3,2,1,1,2,-0.60916
40,3,197,2,0,Peru,Developed,Low,Nuts only,Keep & Use,No,No,No,High,4,2,2,3,2,1,1,2,-0.60916
40,3,197,3,0,Venezuela,Developing,Low,Nuts and Fruit,Donate,Yes,Yes,Yes,Low,7,2,2,3,2,1,1,2,-0.60916
40,3,198,1,0,Venezuela,Developing,High,Nuts and Fruit,Donate,No,No,No,High,3,2,2,3,2,1,1,2,-0.60916
40,3,198,2,0,Peru,Developed,Low,No,No,No,Yes,No,Low,7,2,2,3,2,1,1,2,-0.60916
40,3,198,3,1,Ecuador,UnderDeveloped,Low,Nuts only,Keep & Use,Yes,No,Yes,High,5,2,2,3,2,1,1,2,-0.60916
40,3,199,1,0,Venezuela,Developed,Low,Nuts only,Keep & Use,No,No,No,Low,4,2,2,3,2,1,1,2,-0.60916
40,3,199,2,1,Ecuador,UnderDeveloped,Low,Nuts and Fruit,Donate,Yes,Yes,Yes,Low,7,2,2,3,2,1,1,2,-0.60916
40,3,199,3,0,Venezuela,Developing,High,No,Keep & Use,No,Yes,No,High,4,2,2,3,2,1,1,2,-0.60916
40,3,200,1,1,Peru,UnderDeveloped,Low,No,No,No,Yes,Yes,Low,2,2,2,3,2,1,1,2,-0.60916
40,3,200,2,0,Ecuador,Developing,High,Nuts only,Keep & Use,Yes,Yes,No,High,2.76,2,2,3,2,1,1,2,-0.60916
40,3,200,3,0,Ecuador,Developing,High,No,No,Yes,No,Yes,Low,4.95,2,2,3,2,1,1,2,-0.60916
41,4,201,1,1,Venezuela,UnderDeveloped,Low,No,No,No,No,Yes,High,5,2,2,3,2,1,1,2,-0.72257
41,4,201,2,0,Venezuela,Developing,High,Nuts only,Keep & Use,Yes,Yes,No,High,7,2,2,3,2,1,1,2,-0.72257
41,4,201,3,0,Ecuador,Developed,Low,Nuts and Fruit,Donate,No,No,No,Low,3,2,2,3,2,1,1,2,-0.72257
41,4,202,1,0,Venezuela,Developing,High,No,Donate,No,Yes,Yes,High,5,2,2,3,2,1,1,2,-0.72257
41,4,202,2,1,Peru,UnderDeveloped,Low,Nuts and Fruit,Keep & Use,Yes,No,No,High,7,2,2,3,2,1,1,2,-0.72257
41,4,202,3,0,Venezuela,Developed,Low,Nuts only,No,No,Yes,No,Low,3,2,2,3,2,1,1,2,-0.72257
41,4,203,1,1,Peru,UnderDeveloped,Low,Nuts and Fruit,No,No,No,No,High,7,2,2,3,2,1,1,2,-0.72257
41,4,203,2,0,Venezuela,Developed,Low,Nuts only,Donate,Yes,Yes,Yes,High,3,2,2,3,2,1,1,2,-0.72257
41,4,203,3,0,Ecuador,UnderDeveloped,Low,No,Keep & Use,Yes,No,Yes,Low,5,2,2,3,2,1,1,2,-0.72257
41,4,204,1,1,Venezuela,UnderDeveloped,Low,Nuts only,Donate,No,No,No,High,7,2,2,3,2,1,1,2,-0.72257
41,4,204,2,0,Ecuador,Developed,Low,No,Keep & Use,Yes,Yes,Yes,High,4,2,2,3,2,1,1,2,-0.72257
41,4,204,3,0,Peru,Developing,High,Nuts and Fruit,No,No,Yes,No,Low,4,2,2,3,2,1,1,2,-0.72257
41,4,205,1,1,Peru,UnderDeveloped,Low,No,No,No,Yes,Yes,Low,2,2,2,3,2,1,1,2,-0.72257
41,4,205,2,0,Ecuador,Developing,High,Nuts only,Keep & Use,Yes,Yes,No,High,2.76,2,2,3,2,1,1,2,-0.72257
41,4,205,3,0,Ecuador,Developing,High,No,No,Yes,No,Yes,Low,4.95,2,2,3,2,1,1,2,-0.72257
42,5,206,1,1,Venezuela,Developed,Low,Nuts and Fruit,Keep & Use,Yes,No,Yes,Low,4,2,1,3,2,1,1,2,-0.72257
42,5,206,2,0,Peru,Developing,High,No,No,Yes,Yes,No,High,3,2,1,3,2,1,1,2,-0.72257
42,5,206,3,0,Venezuela,Developing,High,No,Donate,No,Yes,No,Low,7,2,1,3,2,1,1,2,-0.72257
42,5,207,1,1,Venezuela,UnderDeveloped,Low,No,Keep & Use,No,Yes,Yes,High,5,2,1,3,2,1,1,2,-0.72257
42,5,207,2,0,Venezuela,Developed,Low,Nuts and Fruit,No,Yes,No,Yes,Low,7,2,1,3,2,1,1,2,-0.72257
42,5,207,3,0,Peru,UnderDeveloped,Low,Nuts only,No,Yes,Yes,No,High,3,2,1,3,2,1,1,2,-0.72257
42,5,208,1,0,Peru,UnderDeveloped,Low,Nuts only,Keep & Use,No,No,No,Low,4,2,1,3,2,1,1,2,-0.72257
42,5,208,2,1,Venezuela,Developing,High,Nuts and Fruit,Donate,No,No,Yes,High,4,2,1,3,2,1,1,2,-0.72257
42,5,208,3,0,Venezuela,Developed,Low,Nuts and Fruit,No,Yes,Yes,No,Low,7,2,1,3,2,1,1,2,-0.72257
42,5,209,1,0,Venezuela,Developed,Low,Nuts and Fruit,No,Yes,No,Yes,Low,4,2,1,3,2,1,1,2,-0.72257
42,5,209,2,0,Ecuador,Developing,High,No,Keep & Use,No,Yes,No,Low,5,2,1,3,2,1,1,2,-0.72257
42,5,209,3,1,Peru,UnderDeveloped,Low,Nuts only,No,Yes,Yes,No,High,5,2,1,3,2,1,1,2,-0.72257
42,5,210,1,0,Peru,UnderDeveloped,Low,No,No,No,Yes,Yes,Low,2,2,1,3,2,1,1,2,-0.72257
42,5,210,2,1,Ecuador,Developing,High,Nuts only,Keep & Use,Yes,Yes,No,High,2.76,2,1,3,2,1,1,2,-0.72257
42,5,210,3,0,Ecuador,Developing,High,No,No,Yes,No,Yes,Low,4.95,2,1,3,2,1,1,2,-0.72257
43,2,211,1,1,Peru,Developing,High,No,Keep & Use,Yes,Yes,No,Low,5,2,2,0,2,1,1,2,-0.13039
43,2,211,2,0,Venezuela,UnderDeveloped,Low,Nuts and Fruit,Donate,No,No,Yes,High,5,2,2,0,2,1,1,2,-0.13039
43,2,211,3,0,Ecuador,Developed,Low,Nuts only,No,No,No,No,Low,3,2,2,0,2,1,1,2,-0.13039
43,2,212,1,1,Venezuela,UnderDeveloped,Low,Nuts and Fruit,Donate,Yes,Yes,No,Low,7,2,2,0,2,1,1,2,-0.13039
43,2,212,2,0,Peru,Developed,Low,No,Keep & Use,Yes,Yes,Yes,High,3,2,2,0,2,1,1,2,-0.13039
43,2,212,3,0,Venezuela,Developing,High,Nuts only,Donate,No,No,Yes,Low,5,2,2,0,2,1,1,2,-0.13039
43,2,213,1,0,Peru,Developing,High,Nuts only,Keep & Use,No,Yes,Yes,Low,4,2,2,0,2,1,1,2,-0.13039
43,2,213,2,1,Venezuela,Developed,Low,Nuts only,Donate,Yes,No,No,Low,4,2,2,0,2,1,1,2,-0.13039
43,2,213,3,0,Venezuela,UnderDeveloped,Low,No,No,Yes,Yes,No,High,5,2,2,0,2,1,1,2,-0.13039
43,2,214,1,0,Ecuador,Developed,Low,No,Keep & Use,No,Yes,No,Low,5,2,2,0,2,1,1,2,-0.13039
43,2,214,2,1,Venezuela,UnderDeveloped,Low,Nuts and Fruit,No,Yes,Yes,Yes,High,4,2,2,0,2,1,1,2,-0.13039
43,2,214,3,0,Venezuela,Developing,High,Nuts only,No,Yes,No,Yes,High,4,2,2,0,2,1,1,2,-0.13039
43,2,215,1,0,Peru,UnderDeveloped,Low,No,No,No,Yes,Yes,Low,2,2,2,0,2,1,1,2,-0.13039
43,2,215,2,1,Ecuador,Developing,High,Nuts only,Keep & Use,Yes,Yes,No,High,2.76,2,2,0,2,1,1,2,-0.13039
43,2,215,3,0,Ecuador,Developing,High,No,No,Yes,No,Yes,Low,4.95,2,2,0,2,1,1,2,-0.13039
44,4,216,1,0,Venezuela,UnderDeveloped,Low,No,No,No,No,Yes,High,5,2,2,3,2,1,1,2,-0.72257
44,4,216,2,0,Venezuela,Developing,High,Nuts only,Keep & Use,Yes,Yes,No,High,7,2,2,3,2,1,1,2,-0.72257
44,4,216,3,1,Ecuador,Developed,Low,Nuts and Fruit,Donate,No,No,No,Low,3,2,2,3,2,1,1,2,-0.72257
44,4,217,1,0,Venezuela,Developing,High,No,Donate,No,Yes,Yes,High,5,2,2,3,2,1,1,2,-0.72257
44,4,217,2,1,Peru,UnderDeveloped,Low,Nuts and Fruit,Keep & Use,Yes,No,No,High,7,2,2,3,2,1,1,2,-0.72257
44,4,217,3,0,Venezuela,Developed,Low,Nuts only,No,No,Yes,No,Low,3,2,2,3,2,1,1,2,-0.72257
44,4,218,1,0,Peru,UnderDeveloped,Low,Nuts and Fruit,No,No,No,No,High,7,2,2,3,2,1,1,2,-0.72257
44,4,218,2,1,Venezuela,Developed,Low,Nuts only,Donate,Yes,Yes,Yes,High,3,2,2,3,2,1,1,2,-0.72257
44,4,218,3,0,Ecuador,UnderDeveloped,Low,No,Keep & Use,Yes,No,Yes,Low,5,2,2,3,2,1,1,2,-0.72257
44,4,219,1,1,Venezuela,UnderDeveloped,Low,Nuts only,Donate,No,No,No,High,7,2,2,3,2,1,1,2,-0.72257
44,4,219,2,0,Ecuador,Developed,Low,No,Keep & Use,Yes,Yes,Yes,High,4,2,2,3,2,1,1,2,-0.72257
44,4,219,3,0,Peru,Developing,High,Nuts and Fruit,No,No,Yes,No,Low,4,2,2,3,2,1,1,2,-0.72257
44,4,220,1,0,Peru,UnderDeveloped,Low,No,No,No,Yes,Yes,Low,2,2,2,3,2,1,1,2,-0.72257
44,4,220,2,1,Ecuador,Developing,High,Nuts only,Keep & Use,Yes,Yes,No,High,2.76,2,2,3,2,1,1,2,-0.72257
44,4,220,3,0,Ecuador,Developing,High,No,No,Yes,No,Yes,Low,4.95,2,2,3,2,1,1,2,-0.72257
45,7,221,1,1,Peru,Developing,High,No,No,Yes,No,Yes,Low,3,2,1,5,2,1,1,2,-0.96282
45,7,221,2,0,Ecuador,Developed,Low,Nuts only,Donate,No,No,No,Low,5,2,1,5,2,1,1,2,-0.96282
45,7,221,3,0,Venezuela,UnderDeveloped,Low,Nuts and Fruit,Keep & Use,No,Yes,Yes,High,7,2,1,5,2,1,1,2,-0.96282
45,7,222,1,0,Peru,UnderDeveloped,Low,Nuts only,Donate,No,Yes,Yes,Low,4,2,1,5,2,1,1,2,-0.96282
45,7,222,2,0,Ecuador,Developing,High,No,No,No,No,Yes,High,5,2,1,5,2,1,1,2,-0.96282
45,7,222,3,1,Venezuela,Developed,Low,Nuts and Fruit,Keep & Use,Yes,Yes,No,High,4,2,1,5,2,1,1,2,-0.96282
45,7,223,1,0,Venezuela,Developed,Low,No,Donate,Yes,No,Yes,High,5,2,1,5,2,1,1,2,-0.96282
45,7,223,2,0,Venezuela,UnderDeveloped,Low,No,Keep & Use,No,No,No,Low,7,2,1,5,2,1,1,2,-0.96282
45,7,223,3,1,Ecuador,Developing,High,Nuts only,No,No,Yes,Yes,High,3,2,1,5,2,1,1,2,-0.96282
45,7,224,1,0,Peru,Developing,High,No,No,Yes,No,No,High,7,2,1,5,2,1,1,2,-0.96282
45,7,224,2,1,Ecuador,Developing,High,Nuts and Fruit,Donate,No,Yes,No,High,3,2,1,5,2,1,1,2,-0.96282
45,7,224,3,0,Venezuela,UnderDeveloped,Low,Nuts only,Keep & Use,Yes,No,Yes,Low,4,2,1,5,2,1,1,2,-0.96282
45,7,225,1,1,Peru,UnderDeveloped,Low,No,No,No,Yes,Yes,Low,2,2,1,5,2,1,1,2,-0.96282
45,7,225,2,0,Ecuador,Developing,High,Nuts only,Keep & Use,Yes,Yes,No,High,2.76,2,1,5,2,1,1,2,-0.96282
45,7,225,3,0,Ecuador,Developing,High,No,No,Yes,No,Yes,Low,4.95,2,1,5,2,1,1,2,-0.96282
46,3,226,1,0,Ecuador,Developing,High,Nuts only,No,No,Yes,No,High,5,2,2,2,1,1,1,2,-0.94009
46,3,226,2,1,Venezuela,UnderDeveloped,Low,No,Donate,Yes,No,No,High,4,2,2,2,1,1,1,2,-0.94009
46,3,226,3,0,Venezuela,Developed,Low,Nuts and Fruit,Keep & Use,No,No,Yes,Low,4,2,2,2,1,1,1,2,-0.94009
46,3,227,1,1,Ecuador,UnderDeveloped,High,No,No,Yes,Yes,Yes,High,3,2,2,2,1,1,1,2,-0.94009
46,3,227,2,0,Peru,Developed,Low,Nuts only,Keep & Use,No,No,No,High,4,2,2,2,1,1,1,2,-0.94009
46,3,227,3,0,Venezuela,Developing,Low,Nuts and Fruit,Donate,Yes,Yes,Yes,Low,7,2,2,2,1,1,1,2,-0.94009
46,3,228,1,0,Venezuela,Developing,High,Nuts and Fruit,Donate,No,No,No,High,3,2,2,2,1,1,1,2,-0.94009
46,3,228,2,0,Peru,Developed,Low,No,No,No,Yes,No,Low,7,2,2,2,1,1,1,2,-0.94009
46,3,228,3,1,Ecuador,UnderDeveloped,Low,Nuts only,Keep & Use,Yes,No,Yes,High,5,2,2,2,1,1,1,2,-0.94009
46,3,229,1,0,Venezuela,Developed,Low,Nuts only,Keep & Use,No,No,No,Low,4,2,2,2,1,1,1,2,-0.94009
46,3,229,2,1,Ecuador,UnderDeveloped,Low,Nuts and Fruit,Donate,Yes,Yes,Yes,Low,7,2,2,2,1,1,1,2,-0.94009
46,3,229,3,0,Venezuela,Developing,High,No,Keep & Use,No,Yes,No,High,4,2,2,2,1,1,1,2,-0.94009
46,3,230,1,0,Peru,UnderDeveloped,Low,No,No,No,Yes,Yes,Low,2,2,2,2,1,1,1,2,-0.94009
46,3,230,2,1,Ecuador,Developing,High,Nuts only,Keep & Use,Yes,Yes,No,High,2.76,2,2,2,1,1,1,2,-0.94009
46,3,230,3,0,Ecuador,Developing,High,No,No,Yes,No,Yes,Low,4.95,2,2,2,1,1,1,2,-0.94009
47,1,231,1,1,Venezuela,Developed,Low,Nuts only,No,No,Yes,Yes,High,3,1,2,2,1,1,1,2,-0.72257
47,1,231,2,0,Venezuela,UnderDeveloped,Low,Nuts only,Keep & Use,No,No,Yes,Low,5,1,2,2,1,1,1,2,-0.72257
47,1,231,3,0,Peru,Developing,High,No,Donate,Yes,No,No,High,7,1,2,2,1,1,1,2,-0.72257
47,1,232,1,0,Ecuador,UnderDeveloped,Low,Nuts and Fruit,Donate,Yes,No,No,High,3,1,2,2,1,1,1,2,-0.72257
47,1,232,2,0,Venezuela,Developed,Low,No,No,No,Yes,Yes,Low,3,1,2,2,1,1,1,2,-0.72257
47,1,232,3,1,Venezuela,Developing,High,Nuts and Fruit,Keep & Use,No,Yes,Yes,High,7,1,2,2,1,1,1,2,-0.72257
47,1,233,1,1,Ecuador,Developed,Low,Nuts only,No,Yes,Yes,Yes,High,7,1,2,2,1,1,1,2,-0.72257
47,1,233,2,0,Peru,Developing,High,No,Keep & Use,Yes,No,No,Low,4,1,2,2,1,1,1,2,-0.72257
47,1,233,3,0,Venezuela,UnderDeveloped,Low,Nuts and Fruit,Keep & Use,No,Yes,Yes,Low,3,1,2,2,1,1,1,2,-0.72257
47,1,234,1,0,Ecuador,Developing,High,Nuts only,Donate,Yes,No,Yes,Low,5,1,2,2,1,1,1,2,-0.72257
47,1,234,2,0,Venezuela,UnderDeveloped,Low,Nuts and Fruit,No,No,Yes,No,Low,3,1,2,2,1,1,1,2,-0.72257
47,1,234,3,1,Peru,Developed,Low,No,Keep & Use,Yes,No,Yes,High,5,1,2,2,1,1,1,2,-0.72257
47,1,235,1,0,Peru,UnderDeveloped,Low,No,No,No,Yes,Yes,Low,2,1,2,2,1,1,1,2,-0.72257
47,1,235,2,1,Ecuador,Developing,High,Nuts only,Keep & Use,Yes,Yes,No,High,2.76,1,2,2,1,1,1,2,-0.72257
47,1,235,3,0,Ecuador,Developing,High,No,No,Yes,No,Yes,Low,4.95,1,2,2,1,1,1,2,-0.72257
48,2,236,1,0,Peru,Developing,High,No,Keep & Use,Yes,Yes,No,Low,5,2,2,5,2,1,1,2,-0.03386
48,2,236,2,1,Venezuela,UnderDeveloped,Low,Nuts and Fruit,Donate,No,No,Yes,High,5,2,2,5,2,1,1,2,-0.03386
48,2,236,3,0,Ecuador,Developed,Low,Nuts only,No,No,No,No,Low,3,2,2,5,2,1,1,2,-0.03386
48,2,237,1,0,Venezuela,UnderDeveloped,Low,Nuts and Fruit,Donate,Yes,Yes,No,Low,7,2,2,5,2,1,1,2,-0.03386
48,2,237,2,1,Peru,Developed,Low,No,Keep & Use,Yes,Yes,Yes,High,3,2,2,5,2,1,1,2,-0.03386
48,2,237,3,0,Venezuela,Developing,High,Nuts only,Donate,No,No,Yes,Low,5,2,2,5,2,1,1,2,-0.03386
48,2,238,1,1,Peru,Developing,High,Nuts only,Keep & Use,No,Yes,Yes,Low,4,2,2,5,2,1,1,2,-0.03386
48,2,238,2,0,Venezuela,Developed,Low,Nuts only,Donate,Yes,No,No,Low,4,2,2,5,2,1,1,2,-0.03386
48,2,238,3,0,Venezuela,UnderDeveloped,Low,No,No,Yes,Yes,No,High,5,2,2,5,2,1,1,2,-0.03386
48,2,239,1,0,Ecuador,Developed,Low,No,Keep & Use,No,Yes,No,Low,5,2,2,5,2,1,1,2,-0.03386
48,2,239,2,1,Venezuela,UnderDeveloped,Low,Nuts and Fruit,No,Yes,Yes,Yes,High,4,2,2,5,2,1,1,2,-0.03386
48,2,239,3,0,Venezuela,Developing,High,Nuts only,No,Yes,No,Yes,High,4,2,2,5,2,1,1,2,-0.03386
48,2,240,1,0,Peru,UnderDeveloped,Low,No,No,No,Yes,Yes,Low,2,2,2,5,2,1,1,2,-0.03386
48,2,240,2,1,Ecuador,Developing,High,Nuts only,Keep & Use,Yes,Yes,No,High,2.76,2,2,5,2,1,1,2,-0.03386
48,2,240,3,0,Ecuador,Developing,High,No,No,Yes,No,Yes,Low,4.95,2,2,5,2,1,1,2,-0.03386
49,5,241,1,0,Venezuela,Developed,Low,Nuts and Fruit,Keep & Use,Yes,No,Yes,Low,4,2,1,4,1,5,1,2,-0.19121
49,5,241,2,1,Peru,Developing,High,No,No,Yes,Yes,No,High,3,2,1,4,1,5,1,2,-0.19121
49,5,241,3,0,Venezuela,Developing,High,No,Donate,No,Yes,No,Low,7,2,1,4,1,5,1,2,-0.19121
49,5,242,1,1,Venezuela,UnderDeveloped,Low,No,Keep & Use,No,Yes,Yes,High,5,2,1,4,1,5,1,2,-0.19121
49,5,242,2,0,Venezuela,Developed,Low,Nuts and Fruit,No,Yes,No,Yes,Low,7,2,1,4,1,5,1,2,-0.19121
49,5,242,3,0,Peru,UnderDeveloped,Low,Nuts only,No,Yes,Yes,No,High,3,2,1,4,1,5,1,2,-0.19121
49,5,243,1,0,Peru,UnderDeveloped,Low,Nuts only,Keep & Use,No,No,No,Low,4,2,1,4,1,5,1,2,-0.19121
49,5,243,2,0,Venezuela,Developing,High,Nuts and Fruit,Donate,No,No,Yes,High,4,2,1,4,1,5,1,2,-0.19121
49,5,243,3,1,Venezuela,Developed,Low,Nuts and Fruit,No,Yes,Yes,No,Low,7,2,1,4,1,5,1,2,-0.19121
49,5,244,1,0,Venezuela,Developed,Low,Nuts and Fruit,No,Yes,No,Yes,Low,4,2,1,4,1,5,1,2,-0.19121
49,5,244,2,0,Ecuador,Developing,High,No,Keep & Use,No,Yes,No,Low,5,2,1,4,1,5,1,2,-0.19121
49,5,244,3,1,Peru,UnderDeveloped,Low,Nuts only,No,Yes,Yes,No,High,5,2,1,4,1,5,1,2,-0.19121
49,5,245,1,1,Peru,UnderDeveloped,Low,No,No,No,Yes,Yes,Low,2,2,1,4,1,5,1,2,-0.19121
49,5,245,2,0,Ecuador,Developing,High,Nuts only,Keep & Use,Yes,Yes,No,High,2.76,2,1,4,1,5,1,2,-0.19121
49,5,245,3,0,Ecuador,Developing,High,No,No,Yes,No,Yes,Low,4.95,2,1,4,1,5,1,2,-0.19121
50,2,246,1,0,Peru,Developing,High,No,Keep & Use,Yes,Yes,No,Low,5,2,1,7,2,1,1,2,-0.72257
50,2,246,2,1,Venezuela,UnderDeveloped,Low,Nuts and Fruit,Donate,No,No,Yes,High,5,2,1,7,2,1,1,2,-0.72257
50,2,246,3,0,Ecuador,Developed,Low,Nuts only,No,No,No,No,Low,3,2,1,7,2,1,1,2,-0.72257
50,2,247,1,0,Venezuela,UnderDeveloped,Low,Nuts and Fruit,Donate,Yes,Yes,No,Low,7,2,1,7,2,1,1,2,-0.72257
50,2,247,2,1,Peru,Developed,Low,No,Keep & Use,Yes,Yes,Yes,High,3,2,1,7,2,1,1,2,-0.72257
50,2,247,3,0,Venezuela,Developing,High,Nuts only,Donate,No,No,Yes,Low,5,2,1,7,2,1,1,2,-0.72257
50,2,248,1,0,Peru,Developing,High,Nuts only,Keep & Use,No,Yes,Yes,Low,4,2,1,7,2,1,1,2,-0.72257
50,2,248,2,1,Venezuela,Developed,Low,Nuts only,Donate,Yes,No,No,Low,4,2,1,7,2,1,1,2,-0.72257
50,2,248,3,0,Venezuela,UnderDeveloped,Low,No,No,Yes,Yes,No,High,5,2,1,7,2,1,1,2,-0.72257
50,2,249,1,0,Ecuador,Developed,Low,No,Keep & Use,No,Yes,No,Low,5,2,1,7,2,1,1,2,-0.72257
50,2,249,2,1,Venezuela,UnderDeveloped,Low,Nuts and Fruit,No,Yes,Yes,Yes,High,4,2,1,7,2,1,1,2,-0.72257
50,2,249,3,0,Venezuela,Developing,High,Nuts only,No,Yes,No,Yes,High,4,2,1,7,2,1,1,2,-0.72257
50,2,250,1,0,Peru,UnderDeveloped,Low,No,No,No,Yes,Yes,Low,2,2,1,7,2,1,1,2,-0.72257
50,2,250,2,1,Ecuador,Developing,High,Nuts only,Keep & Use,Yes,Yes,No,High,2.76,2,1,7,2,1,1,2,-0.72257
50,2,250,3,0,Ecuador,Developing,High,No,No,Yes,No,Yes,Low,4.95,2,1,7,2,1,1,2,-0.72257
51,4,251,1,0,Venezuela,UnderDeveloped,Low,No,No,No,No,Yes,High,5,1,1,3,2,1,1,2,-0.2741
51,4,251,2,1,Venezuela,Developing,High,Nuts only,Keep & Use,Yes,Yes,No,High,7,1,1,3,2,1,1,2,-0.2741
51,4,251,3,0,Ecuador,Developed,Low,Nuts and Fruit,Donate,No,No,No,Low,3,1,1,3,2,1,1,2,-0.2741
51,4,252,1,1,Venezuela,Developing,High,No,Donate,No,Yes,Yes,High,5,1,1,3,2,1,1,2,-0.2741
51,4,252,2,0,Peru,UnderDeveloped,Low,Nuts and Fruit,Keep & Use,Yes,No,No,High,7,1,1,3,2,1,1,2,-0.2741
51,4,252,3,0,Venezuela,Developed,Low,Nuts only,No,No,Yes,No,Low,3,1,1,3,2,1,1,2,-0.2741
51,4,253,1,0,Peru,UnderDeveloped,Low,Nuts and Fruit,No,No,No,No,High,7,1,1,3,2,1,1,2,-0.2741
51,4,253,2,1,Venezuela,Developed,Low,Nuts only,Donate,Yes,Yes,Yes,High,3,1,1,3,2,1,1,2,-0.2741
51,4,253,3,0,Ecuador,UnderDeveloped,Low,No,Keep & Use,Yes,No,Yes,Low,5,1,1,3,2,1,1,2,-0.2741
51,4,254,1,0,Venezuela,UnderDeveloped,Low,Nuts only,Donate,No,No,No,High,7,1,1,3,2,1,1,2,-0.2741
51,4,254,2,1,Ecuador,Developed,Low,No,Keep & Use,Yes,Yes,Yes,High,4,1,1,3,2,1,1,2,-0.2741
51,4,254,3,0,Peru,Developing,High,Nuts and Fruit,No,No,Yes,No,Low,4,1,1,3,2,1,1,2,-0.2741
51,4,255,1,0,Peru,UnderDeveloped,Low,No,No,No,Yes,Yes,Low,2,1,1,3,2,1,1,2,-0.2741
51,4,255,2,1,Ecuador,Developing,High,Nuts only,Keep & Use,Yes,Yes,No,High,2.76,1,1,3,2,1,1,2,-0.2741
51,4,255,3,0,Ecuador,Developing,High,No,No,Yes,No,Yes,Low,4.95,1,1,3,2,1,1,2,-0.2741
52,1,256,1,0,Venezuela,Developed,Low,Nuts only,No,No,Yes,Yes,High,3,1,2,5,2,1,1,2,-0.13522
52,1,256,2,0,Venezuela,UnderDeveloped,Low,Nuts only,Keep & Use,No,No,Yes,Low,5,1,2,5,2,1,1,2,-0.13522
52,1,256,3,1,Peru,Developing,High,No,Donate,Yes,No,No,High,7,1,2,5,2,1,1,2,-0.13522
52,1,257,1,0,Ecuador,UnderDeveloped,Low,Nuts and Fruit,Donate,Yes,No,No,High,3,1,2,5,2,1,1,2,-0.13522
52,1,257,2,0,Venezuela,Developed,Low,No,No,No,Yes,Yes,Low,3,1,2,5,2,1,1,2,-0.13522
52,1,257,3,1,Venezuela,Developing,High,Nuts and Fruit,Keep & Use,No,Yes,Yes,High,7,1,2,5,2,1,1,2,-0.13522
52,1,258,1,1,Ecuador,Developed,Low,Nuts only,No,Yes,Yes,Yes,High,7,1,2,5,2,1,1,2,-0.13522
52,1,258,2,0,Peru,Developing,High,No,Keep & Use,Yes,No,No,Low,4,1,2,5,2,1,1,2,-0.13522
