visit_date,condition,time_spent_homepage_sec,clicked_article,clicked_like,clicked_share
01/04/2020,taste,49.86334669,0,0,0
01/04/2020,taste,49.01435656,1,0,0
01/04/2020,taste,50.62733485,1,1,0
01/04/2020,taste,50.79291532,1,0,0
01/04/2020,taste,50.94234919,1,0,0
01/04/2020,taste,50.91016899,1,0,0
01/04/2020,taste,50.96747533,1,0,0
01/04/2020,taste,49.26385931,1,0,0
01/04/2020,taste,48.31134543,1,0,0
01/04/2020,taste,50.69153556,1,0,0
01/04/2020,taste,50.94047902,1,0,0
01/04/2020,taste,50.83145925,1,0,0
01/04/2020,taste,49.98936217,1,0,1
01/04/2020,taste,50.29205149,1,0,0
01/04/2020,taste,49.71071826,0,0,0
01/04/2020,taste,49.20961327,0,0,0
01/04/2020,taste,50.42770757,1,1,0
01/04/2020,taste,50.37868963,1,0,0
01/04/2020,taste,48.68164491,0,0,0
01/04/2020,taste,49.6187659,0,1,0
01/04/2020,taste,50.73171504,1,1,0
01/04/2020,taste,49.27272261,1,1,0
01/04/2020,taste,50.84141003,1,1,0
01/04/2020,taste,50.33682091,1,0,0
01/04/2020,taste,49.92599087,0,0,0
01/04/2020,taste,51.45720429,1,0,0
01/04/2020,taste,50.68873463,1,1,1
01/04/2020,taste,49.08914309,0,0,0
01/04/2020,taste,50.06885201,1,0,0
01/04/2020,taste,50.61567898,1,1,0
01/04/2020,taste,48.74336185,1,0,0
01/04/2020,taste,50.41296706,1,0,0
01/04/2020,taste,50.0656824,1,1,1
01/04/2020,taste,51.07454584,1,0,0
01/04/2020,taste,49.73597401,0,0,0
01/04/2020,taste,49.72241385,0,0,0
01/04/2020,taste,48.53289524,1,1,0
01/04/2020,taste,51.25909606,1,1,0
01/04/2020,taste,51.71721223,1,0,0
01/04/2020,taste,48.06823558,0,0,0
01/04/2020,taste,51.09506885,0,0,0
01/04/2020,taste,50.104633,1,0,0
01/04/2020,taste,50.28128865,1,0,0
01/04/2020,taste,51.61046969,1,0,0
01/04/2020,taste,49.58855136,1,0,0
01/04/2020,taste,49.60762614,1,0,0
01/04/2020,taste,48.7681974,1,0,0
01/04/2020,taste,49.96376603,0,0,0
01/04/2020,taste,48.95638245,0,0,0
01/04/2020,taste,49.40145365,1,1,0
01/04/2020,taste,50.23535525,0,1,0
01/04/2020,taste,50.39869531,0,0,0
01/04/2020,taste,50.55673727,0,0,0
01/04/2020,taste,48.01955573,1,0,0
01/04/2020,taste,50.69454853,0,0,0
01/04/2020,taste,48.22125557,0,0,0
01/04/2020,taste,49.43165235,1,1,0
01/04/2020,taste,48.50466194,0,0,0
01/04/2020,taste,49.99413556,0,0,0
01/04/2020,taste,48.22630239,1,0,0
01/04/2020,taste,49.65630071,1,1,0
01/04/2020,taste,49.12504255,0,0,0
01/04/2020,taste,49.3487792,0,0,0
01/04/2020,taste,50.56989824,1,0,0
01/04/2020,taste,48.43336491,1,0,0
01/04/2020,taste,49.10052343,1,0,0
01/04/2020,taste,49.84711888,0,0,0
01/04/2020,taste,49.41437128,1,0,0
01/04/2020,taste,48.19966612,0,0,0
01/04/2020,taste,50.60538329,1,1,0
01/04/2020,taste,49.28779244,1,0,0
01/04/2020,taste,50.56576516,0,0,0
01/04/2020,taste,51.06322731,1,1,0
01/04/2020,taste,49.01729439,0,0,0
01/04/2020,taste,50.69023917,1,0,0
01/04/2020,taste,50.39982139,1,0,0
01/04/2020,taste,50.29830631,0,1,0
01/04/2020,taste,49.5408593,0,1,0
01/04/2020,taste,49.86233999,0,0,0
01/04/2020,taste,49.90624548,0,0,0
01/04/2020,taste,50.27924449,0,0,0
01/04/2020,taste,49.05858358,1,0,0
01/04/2020,taste,51.27760546,0,0,0
01/04/2020,taste,49.84043617,1,1,0
01/04/2020,taste,49.65806639,0,0,0
01/04/2020,taste,49.35303338,1,0,0
01/04/2020,taste,50.65542671,1,0,0
01/04/2020,taste,49.84999276,1,0,0
01/04/2020,taste,49.02690371,0,1,0
01/04/2020,taste,48.75126892,1,0,0
01/04/2020,taste,50.56489697,1,0,0
01/04/2020,taste,50.44045352,1,0,0
01/04/2020,taste,50.6241804,0,1,0
01/04/2020,taste,49.62247154,0,0,0
01/04/2020,taste,49.70826268,1,1,0
01/04/2020,taste,49.43109251,1,0,0
01/04/2020,taste,49.50827646,0,0,0
01/04/2020,taste,49.65425284,1,0,0
01/04/2020,taste,49.56241408,1,1,0
01/04/2020,taste,49.77869378,0,0,0
01/04/2020,taste,49.59714032,0,1,0
01/04/2020,taste,49.40655003,0,1,0
01/04/2020,taste,50.30675791,1,0,0
01/04/2020,taste,49.84252216,0,0,0
01/04/2020,taste,48.99453967,1,0,0
01/04/2020,taste,50.28251658,1,0,0
01/04/2020,taste,50.85580909,1,0,0
01/04/2020,taste,48.00837599,1,0,0
01/04/2020,taste,49.62702686,1,0,0
01/04/2020,taste,49.81086144,1,0,0
01/04/2020,taste,48.94211983,1,1,0
01/04/2020,taste,49.25946657,1,0,0
01/04/2020,taste,49.33257186,1,1,0
01/04/2020,taste,49.80789129,1,0,1
01/04/2020,taste,50.46388446,1,0,0
01/04/2020,taste,50.58647977,1,0,0
01/04/2020,taste,47.48711272,0,0,0
01/04/2020,taste,47.76189157,0,0,0
01/04/2020,taste,49.74517767,1,0,0
01/04/2020,taste,51.29967228,1,0,0
01/04/2020,taste,50.14900801,1,0,0
01/04/2020,taste,50.50848631,1,0,0
01/04/2020,taste,49.60145379,0,0,0
01/04/2020,taste,48.97381458,0,0,0
01/04/2020,taste,49.02567098,1,0,0
01/04/2020,taste,50.75789571,0,0,0
01/04/2020,taste,51.53252093,1,0,0
01/04/2020,taste,48.92931399,0,0,0
01/04/2020,taste,49.08596013,0,0,0
01/04/2020,taste,50.01184169,1,0,0
01/04/2020,taste,49.50882589,1,1,0
01/04/2020,taste,48.95767109,1,0,0
01/04/2020,taste,51.26473858,0,0,0
01/04/2020,taste,51.89676721,0,0,0
01/04/2020,taste,50.75004478,1,0,0
01/04/2020,taste,50.73110831,1,0,0
01/04/2020,taste,49.15500716,0,0,0
01/04/2020,taste,49.5676478,1,0,0
01/04/2020,taste,51.55105502,1,0,0
01/04/2020,taste,50.14916333,1,1,0
01/04/2020,taste,51.1770859,1,1,1
01/04/2020,taste,48.92237252,0,0,0
01/04/2020,taste,50.7203592,1,0,0
01/04/2020,taste,51.91865586,1,0,0
01/04/2020,taste,49.50095333,1,0,0
01/04/2020,taste,50.17814628,1,0,0
01/04/2020,taste,49.14138735,0,0,0
01/04/2020,taste,48.6449235,1,0,0
01/04/2020,taste,50.86527815,1,0,0
01/04/2020,taste,48.87161211,1,0,0
01/04/2020,taste,50.77025124,0,0,0
01/04/2020,taste,50.40542213,1,1,0
01/04/2020,taste,50.6910395,0,0,0
01/04/2020,taste,49.97352061,1,0,0
01/04/2020,taste,50.47071116,0,1,0
01/04/2020,taste,49.57265693,1,0,0
01/04/2020,taste,49.17821056,1,0,0
01/04/2020,taste,51.04628339,1,0,0
01/04/2020,taste,50.06625722,1,0,0
01/04/2020,taste,49.41989282,1,0,0
01/04/2020,taste,51.05793377,1,0,0
01/04/2020,taste,50.38391607,1,0,0
01/04/2020,taste,49.40085109,1,0,0
01/04/2020,taste,49.89675987,1,0,0
01/04/2020,taste,50.61533739,1,0,0
01/04/2020,taste,49.41937447,0,0,0
01/04/2020,taste,48.91465931,1,0,0
01/04/2020,taste,52.52765281,1,0,0
01/04/2020,taste,51.14983539,0,0,0
01/04/2020,taste,49.26986473,0,0,0
01/04/2020,taste,49.36325648,0,1,0
01/04/2020,taste,51.47369248,0,0,0
01/04/2020,taste,48.51404595,1,0,0
01/04/2020,taste,50.7958452,1,0,0
01/04/2020,taste,49.21200958,0,0,0
01/04/2020,taste,49.0354503,1,0,0
01/04/2020,taste,50.37516032,1,0,0
01/04/2020,taste,48.12455063,0,0,0
01/04/2020,taste,50.54730239,1,1,0
01/04/2020,taste,50.76415588,1,0,0
01/04/2020,taste,51.56406901,1,0,0
01/04/2020,taste,50.58342545,1,0,0
01/04/2020,taste,49.94962829,1,0,0
01/04/2020,taste,50.37392426,0,1,0
01/04/2020,taste,51.13140074,0,1,0
01/04/2020,taste,51.6983549,1,1,0
01/04/2020,taste,49.25047681,0,0,0
01/04/2020,taste,49.73650027,1,0,0
01/04/2020,taste,49.99355734,1,0,0
01/04/2020,taste,52.24098606,1,0,0
01/04/2020,taste,49.98387597,0,0,0
01/04/2020,taste,50.64038833,1,0,0
01/04/2020,taste,49.74072504,1,1,0
01/04/2020,taste,51.23478466,1,0,0
01/04/2020,taste,50.02796306,0,0,0
01/04/2020,taste,50.93205918,0,0,0
01/04/2020,taste,51.32333409,1,0,0
01/04/2020,taste,50.03792715,1,0,0
01/04/2020,taste,49.97949787,1,0,0
01/04/2020,taste,49.62659911,1,0,1
01/04/2020,taste,49.93289289,1,0,0
01/04/2020,taste,51.49209605,0,0,0
01/04/2020,taste,48.99830204,1,0,0
01/04/2020,taste,51.5039675,1,1,0
01/04/2020,taste,49.061374,1,0,0
01/04/2020,taste,50.75484512,1,0,0
01/04/2020,taste,50.03471984,1,0,0
01/04/2020,taste,48.02151849,0,0,0
01/04/2020,taste,48.59099617,1,0,1
01/04/2020,taste,48.90189068,1,0,0
01/04/2020,taste,49.1285558,0,1,0
01/04/2020,taste,49.62741219,1,0,0
01/04/2020,taste,48.92855867,1,0,0
01/04/2020,taste,49.38996086,1,1,0
01/04/2020,taste,49.6274203,0,0,0
01/04/2020,taste,51.62240849,1,1,0
01/04/2020,taste,51.16996385,1,0,0
01/04/2020,taste,49.56209178,1,0,0
01/04/2020,taste,49.06834132,1,0,0
01/04/2020,taste,50.2407663,1,1,0
01/04/2020,taste,50.65390632,1,0,0
01/04/2020,taste,50.24284636,0,0,0
01/04/2020,taste,50.23433397,0,0,0
01/04/2020,taste,49.46612471,1,0,0
01/04/2020,taste,49.28582569,0,0,0
01/04/2020,taste,50.40770803,0,0,0
01/04/2020,taste,50.79215678,1,0,0
01/04/2020,taste,50.64290278,0,0,0
01/04/2020,taste,51.07470224,0,0,0
01/04/2020,taste,51.35982732,1,0,0
01/04/2020,taste,49.39339728,1,0,0
01/04/2020,taste,51.15670375,1,0,0
01/04/2020,taste,48.70320617,0,0,0
01/04/2020,taste,48.72100443,1,0,0
01/04/2020,taste,50.61378214,1,0,0
01/04/2020,taste,51.22184054,1,0,0
01/04/2020,taste,49.81020653,1,0,0
01/04/2020,taste,51.42892111,0,0,0
01/04/2020,taste,51.3261223,0,0,0
01/04/2020,taste,48.19899785,1,0,0
01/04/2020,taste,49.42005163,1,0,0
01/04/2020,taste,50.9664256,1,0,0
01/04/2020,taste,48.73310418,0,0,0
01/04/2020,taste,50.77317301,1,0,0
01/04/2020,taste,49.57983551,1,0,0
01/04/2020,taste,52.2775655,0,1,1
01/04/2020,taste,49.3241288,1,0,0
01/04/2020,taste,50.93990379,1,0,0
01/04/2020,taste,50.65512821,1,0,0
01/04/2020,taste,49.4317386,1,0,0
01/04/2020,taste,50.47434836,1,1,0
01/04/2020,taste,51.85402317,1,0,0
01/04/2020,taste,49.22333358,1,0,0
01/04/2020,taste,51.03023058,1,0,0
01/04/2020,taste,48.99622911,1,0,0
01/04/2020,taste,48.64136681,0,0,0
01/04/2020,taste,49.97816458,0,0,0
01/04/2020,taste,50.51276295,0,0,0
01/04/2020,taste,52.28435478,1,0,0
01/04/2020,taste,50.04786469,0,0,0
01/04/2020,taste,50.15926319,1,1,0
01/04/2020,taste,47.90883727,1,0,0
01/04/2020,taste,49.01418388,0,0,0
01/04/2020,taste,51.31040339,0,1,0
01/04/2020,taste,49.42649942,0,0,0
01/04/2020,quality,49.40961719,1,0,0
01/04/2020,quality,50.46099404,0,0,0
01/04/2020,quality,51.14543935,0,0,0
01/04/2020,quality,49.02680267,1,0,0
01/04/2020,quality,48.98277537,1,0,0
01/04/2020,quality,47.91875798,0,0,0
01/04/2020,quality,50.26965979,0,1,0
01/04/2020,quality,49.02987877,1,0,0
01/04/2020,quality,48.74498811,0,0,0
01/04/2020,quality,49.21028837,1,0,0
01/04/2020,quality,51.77767284,1,0,0
01/04/2020,quality,48.91034503,0,0,0
01/04/2020,quality,49.55021779,1,0,0
01/04/2020,quality,48.84409948,1,0,0
01/04/2020,quality,50.06302858,0,0,0
01/04/2020,quality,51.1279228,1,0,0
01/04/2020,quality,48.73378602,1,0,0
01/04/2020,quality,49.42137187,1,0,0
01/04/2020,quality,50.49670291,1,0,0
01/04/2020,quality,48.94908386,0,0,0
01/04/2020,quality,49.17923742,1,0,0
01/04/2020,quality,50.02889553,1,0,0
01/04/2020,quality,50.49771091,0,0,0
01/04/2020,quality,50.44053762,0,0,0
01/04/2020,quality,49.32115135,1,0,0
01/04/2020,quality,51.05053997,1,0,0
01/04/2020,quality,48.47252685,0,0,0
01/04/2020,quality,49.65600937,0,0,0
01/04/2020,quality,51.75965234,0,0,0
01/04/2020,quality,49.77089955,0,0,0
01/04/2020,quality,49.98635852,1,0,0
01/04/2020,quality,52.19050983,0,0,0
01/04/2020,quality,48.56622343,1,0,0
01/04/2020,quality,48.98982523,1,0,0
01/04/2020,quality,51.54237921,0,0,0
01/04/2020,quality,51.24056697,1,0,0
01/04/2020,quality,50.71296017,1,0,0
01/04/2020,quality,49.70744794,0,1,1
01/04/2020,quality,50.58207073,1,0,0
01/04/2020,quality,50.52753282,1,0,0
01/04/2020,quality,51.1161011,1,0,0
01/04/2020,quality,51.27608627,0,0,1
01/04/2020,quality,50.07483497,1,0,0
01/04/2020,quality,48.66396642,1,0,0
01/04/2020,quality,48.61752229,0,0,0
01/04/2020,quality,49.95358139,0,0,0
01/04/2020,quality,52.60042966,0,0,0
01/04/2020,quality,51.35461317,1,0,0
01/04/2020,quality,48.89934008,1,0,0
01/04/2020,quality,49.03428433,1,0,0
01/04/2020,quality,48.8690504,1,0,0
01/04/2020,quality,49.25962793,0,0,0
01/04/2020,quality,50.41458753,1,0,0
01/04/2020,quality,48.04801084,0,0,1
01/04/2020,quality,48.69668068,1,0,0
01/04/2020,quality,49.41922227,0,0,0
01/04/2020,quality,52.65251824,1,0,0
01/04/2020,quality,50.75967821,1,0,0
01/04/2020,quality,49.2047657,1,0,0
01/04/2020,quality,50.12732654,0,0,1
01/04/2020,quality,49.41190817,1,0,0
01/04/2020,quality,47.60557741,1,0,0
01/04/2020,quality,50.69258737,1,0,0
01/04/2020,quality,51.30944781,0,0,0
01/04/2020,quality,51.41886278,1,1,0
01/04/2020,quality,50.08970268,1,0,0
01/04/2020,quality,49.41647406,1,1,0
01/04/2020,quality,50.16935264,1,0,0
01/04/2020,quality,50.13356683,0,0,0
01/04/2020,quality,48.71340242,0,0,0
01/04/2020,quality,48.77203178,0,0,0
01/04/2020,quality,48.32439399,1,0,0
01/04/2020,quality,49.24530488,0,0,0
01/04/2020,quality,51.41745408,1,0,0
01/04/2020,quality,50.15940783,1,0,0
01/04/2020,quality,47.78297023,1,0,0
01/04/2020,quality,48.79619598,1,0,0
01/04/2020,quality,49.24845181,1,1,0
01/04/2020,quality,51.27142127,1,1,0
01/04/2020,quality,50.35135067,1,0,0
01/04/2020,quality,49.61937633,1,0,1
01/04/2020,quality,49.62755492,1,0,0
01/04/2020,quality,50.37042549,1,0,0
01/04/2020,quality,48.81358398,0,0,0
01/04/2020,quality,50.59433415,1,0,0
01/04/2020,quality,50.41959933,1,0,0
01/04/2020,quality,51.3104863,1,0,0
01/04/2020,quality,49.44159904,0,0,0
01/04/2020,quality,48.54492372,0,0,0
01/04/2020,quality,49.44166,1,0,0
01/04/2020,quality,49.499034,0,0,0
01/04/2020,quality,48.83988282,1,0,0
01/04/2020,quality,49.35981547,1,0,0
01/04/2020,quality,48.71890738,1,0,0
01/04/2020,quality,49.36459255,0,0,0
01/04/2020,quality,50.872116,0,0,0
01/04/2020,quality,50.52863119,0,0,0
01/04/2020,quality,49.73222683,1,0,0
01/04/2020,quality,50.21698521,0,0,0
01/04/2020,quality,51.406242,0,0,0
01/04/2020,quality,52.72946421,0,0,0
01/04/2020,quality,51.76963447,1,0,0
01/04/2020,quality,51.08672709,1,0,0
01/04/2020,quality,50.88581165,1,0,0
01/04/2020,quality,49.05694139,1,0,0
01/04/2020,quality,49.78053152,1,0,0
01/04/2020,quality,50.23616305,1,0,0
01/04/2020,quality,49.16447473,1,0,0
01/04/2020,quality,49.90410675,1,0,0
01/04/2020,quality,49.20198379,1,0,0
01/04/2020,quality,50.88580988,1,0,0
01/04/2020,quality,50.29062688,1,0,0
01/04/2020,quality,49.35390032,0,0,0
01/04/2020,quality,49.69813704,0,0,0
01/04/2020,quality,48.58316562,0,0,0
01/04/2020,quality,50.82915887,1,0,0
01/04/2020,quality,50.76335786,0,0,0
01/04/2020,quality,49.99962455,1,0,0
01/04/2020,quality,50.70434998,1,1,0
01/04/2020,quality,50.68726931,0,0,0
01/04/2020,quality,51.35894763,1,0,0
01/04/2020,quality,49.7358047,1,0,0
01/04/2020,quality,48.51408545,0,0,0
01/04/2020,quality,50.6023951,1,0,0
01/04/2020,quality,48.91999609,1,1,0
01/04/2020,quality,48.77948825,0,1,0
01/04/2020,quality,49.05533018,1,0,0
01/04/2020,quality,50.05619844,0,0,0
01/04/2020,quality,50.48195338,1,0,0
01/04/2020,quality,50.74979145,0,0,0
01/04/2020,quality,50.51657487,0,0,0
01/04/2020,quality,50.22617363,1,0,0
01/04/2020,quality,50.47223193,0,0,0
01/04/2020,quality,48.52721563,0,0,0
01/04/2020,quality,50.1314733,1,0,0
01/04/2020,quality,50.30841752,0,0,0
01/04/2020,quality,50.50402328,1,0,0
01/04/2020,quality,49.58208727,1,0,0
01/04/2020,quality,49.34615808,0,0,0
01/04/2020,quality,50.22367935,1,0,0
01/04/2020,quality,48.67334868,1,0,0
01/04/2020,quality,50.22386811,1,1,0
01/04/2020,quality,49.91742836,1,0,0
01/04/2020,quality,51.3250713,1,0,0
01/04/2020,quality,50.38289896,1,0,0
01/04/2020,quality,49.24171998,1,0,0
01/04/2020,quality,50.87463884,0,0,0
01/04/2020,quality,51.0153982,0,0,0
01/04/2020,quality,50.63743989,1,0,0
01/04/2020,quality,50.1649963,1,0,0
01/04/2020,quality,49.75959045,0,0,0
01/04/2020,quality,50.30262789,1,0,0
01/04/2020,quality,50.99337509,1,0,0
01/04/2020,quality,50.30706857,1,1,0
01/04/2020,quality,49.26413115,1,0,0
01/04/2020,quality,49.67119128,0,0,0
01/04/2020,quality,51.04631218,0,0,0
01/04/2020,quality,50.06214131,1,0,0
01/04/2020,quality,51.11129926,1,0,0
01/04/2020,quality,49.80925411,0,0,0
01/04/2020,quality,49.79203224,1,0,0
01/04/2020,quality,50.24459413,0,0,0
01/04/2020,quality,49.97250449,0,0,0
01/04/2020,quality,49.87960234,0,1,0
01/04/2020,quality,51.15918937,1,0,0
01/04/2020,quality,50.1444597,0,0,0
01/04/2020,quality,51.46035413,1,0,0
01/04/2020,quality,50.55905767,1,0,0
01/04/2020,quality,52.97479864,1,0,0
01/04/2020,quality,49.03028211,1,0,0
01/04/2020,quality,50.66642142,1,0,0
01/04/2020,quality,49.73697841,0,0,0
01/04/2020,quality,48.82853713,0,0,0
01/04/2020,quality,49.79309112,0,1,0
01/04/2020,quality,49.76756095,1,0,0
01/04/2020,quality,48.69010434,0,0,0
01/04/2020,quality,49.12371651,1,0,0
01/04/2020,quality,51.94708651,0,0,0
01/04/2020,quality,51.49629088,1,0,0
01/04/2020,quality,50.59993927,1,0,0
01/04/2020,quality,48.42215623,1,0,0
01/04/2020,quality,48.17019302,0,0,0
01/04/2020,quality,51.33753787,1,0,1
01/04/2020,quality,50.85739355,1,0,0
01/04/2020,quality,50.01813036,0,0,0
01/04/2020,quality,48.22744738,1,0,0
01/04/2020,quality,49.82733338,1,0,0
01/04/2020,quality,50.25869761,0,0,0
01/04/2020,quality,47.68178568,1,0,0
01/04/2020,quality,50.14686192,1,0,0
01/04/2020,quality,52.78330508,0,1,0
01/04/2020,quality,50.50915002,1,0,0
01/04/2020,quality,49.03373176,1,0,0
01/04/2020,quality,50.80661426,0,0,0
01/04/2020,quality,50.17000342,0,0,0
01/04/2020,quality,49.34175219,1,0,0
01/04/2020,quality,51.36108801,0,0,0
01/04/2020,quality,53.72395007,0,0,0
01/04/2020,quality,50.45219678,0,0,0
01/04/2020,quality,48.55200813,0,0,0
01/04/2020,quality,49.68604927,1,0,0
01/04/2020,quality,49.97058686,1,0,1
01/04/2020,quality,51.67713731,1,0,0
01/04/2020,quality,50.05625669,1,0,0
01/04/2020,quality,49.76808771,1,0,0
01/04/2020,quality,50.0955451,0,0,0
01/04/2020,quality,50.127239,0,0,0
01/04/2020,quality,49.94081191,1,1,0
01/04/2020,quality,49.01484873,1,0,0
01/04/2020,quality,50.22601881,1,0,1
01/04/2020,quality,50.34584918,0,0,0
01/04/2020,quality,49.82719245,1,0,0
01/04/2020,quality,49.62365267,1,0,0
01/04/2020,quality,50.50248116,1,0,0
01/04/2020,quality,50.07798423,1,0,1
01/04/2020,quality,49.57990206,1,0,0
01/04/2020,quality,48.7548088,1,0,0
01/04/2020,quality,50.12982568,0,0,0
01/04/2020,quality,50.44108884,1,0,0
01/04/2020,quality,50.25126986,0,0,0
01/04/2020,quality,50.56435638,0,0,0
01/04/2020,quality,50.78920334,0,0,0
01/04/2020,quality,51.65927069,1,0,0
01/04/2020,quality,48.88162548,0,0,0
01/04/2020,quality,51.03302883,0,0,0
01/04/2020,quality,49.56601546,0,1,0
01/04/2020,quality,49.09793833,1,0,0
01/04/2020,quality,50.71865928,0,0,0
01/04/2020,quality,49.42643119,1,0,0
01/04/2020,quality,49.53777029,1,0,0
01/04/2020,quality,50.15084712,0,0,0
01/04/2020,quality,50.89359933,0,0,0
01/04/2020,quality,51.2609076,1,0,0
01/04/2020,quality,49.30814265,1,0,0
01/04/2020,quality,49.78994146,1,0,0
01/04/2020,quality,49.80798057,0,0,0
01/04/2020,quality,50.66565613,1,0,0
01/04/2020,quality,49.46850913,1,0,0
01/04/2020,quality,51.70949852,0,0,0
01/04/2020,quality,50.41224481,1,0,0
01/04/2020,quality,48.13081576,1,0,0
01/04/2020,quality,49.60065286,1,0,0
01/04/2020,quality,50.79365297,0,1,0
01/04/2020,quality,49.90894271,1,0,0
01/04/2020,quality,50.31104121,0,0,0
01/04/2020,quality,49.59441008,0,0,0
01/04/2020,quality,50.22599502,0,0,0
01/04/2020,quality,49.78977977,1,0,0
01/04/2020,quality,50.47609163,0,0,0
01/04/2020,quality,51.3279519,1,0,0
01/04/2020,quality,50.05739673,1,0,0
01/04/2020,quality,49.43781303,0,0,0
01/04/2020,quality,48.9264229,1,0,0
01/04/2020,quality,51.49576219,0,0,0
01/04/2020,quality,51.36839091,0,0,0
01/04/2020,quality,49.25558444,1,0,0
01/04/2020,quality,48.76666605,0,0,0
01/04/2020,quality,51.33653256,0,0,0
01/04/2020,quality,51.02922362,0,0,0
01/04/2020,quality,47.63526631,0,0,0
01/04/2020,quality,48.40816512,0,0,0
01/04/2020,quality,49.61380823,1,0,0
01/04/2020,quality,49.6600997,1,0,0
01/04/2020,quality,50.62237487,0,0,0
01/04/2020,quality,49.9783905,0,0,1
01/04/2020,quality,48.61269416,1,0,0
01/04/2020,quality,50.11491798,1,0,0
01/04/2020,quality,48.55704858,0,0,0
01/04/2020,quality,49.19722358,1,0,0
01/04/2020,quality,50.69624962,1,0,0
01/04/2020,quality,50.63569339,1,0,0
01/04/2020,quality,50.97952646,0,0,0
01/04/2020,quality,48.0350303,0,0,0
01/04/2020,quality,50.35787027,1,0,0
01/04/2020,quality,49.73902721,1,0,0
01/04/2020,quality,51.13644351,1,0,0
01/04/2020,quality,48.52764845,0,0,0
01/04/2020,quality,50.85891376,0,0,0
01/04/2020,quality,49.51408751,1,0,0
01/04/2020,quality,48.88701281,1,0,0
01/04/2020,quality,49.77687424,1,0,0
01/04/2020,quality,48.7723727,0,0,0
01/04/2020,quality,50.49755853,1,0,0
01/04/2020,quality,50.94018722,1,0,0
01/04/2020,quality,50.07339907,1,0,0
01/04/2020,quality,50.21521097,1,1,0
01/04/2020,quality,49.33350377,0,0,0
01/04/2020,quality,51.5510366,1,0,0
01/04/2020,quality,49.7327803,1,0,0
01/04/2020,quality,50.07890918,1,1,0
01/04/2020,quality,48.00091239,1,0,1
01/04/2020,quality,50.00693152,1,0,0
01/04/2020,quality,52.73465967,1,0,0
01/04/2020,quality,50.19862569,1,0,0
01/04/2020,quality,48.82262637,1,0,0
01/04/2020,quality,49.66467638,1,0,0
01/04/2020,quality,48.12245697,0,0,0
01/04/2020,quality,50.75884029,1,0,0
01/04/2020,quality,50.59026018,0,0,0
01/04/2020,quality,49.81478409,1,0,0
01/04/2020,quality,49.89528474,1,0,0
01/04/2020,quality,48.63839077,1,0,0
01/04/2020,quality,50.2752191,0,0,0
01/04/2020,quality,51.03119702,0,0,0
01/04/2020,quality,49.02492965,1,0,1
01/04/2020,quality,50.4423555,0,0,0
01/04/2020,quality,49.44182233,1,0,0
01/04/2020,quality,49.96250385,1,0,0
01/04/2020,quality,49.99757943,0,0,0
01/04/2020,quality,49.70021694,1,0,0
01/04/2020,quality,47.29323271,0,0,0
01/04/2020,quality,49.87042758,0,0,0
01/04/2020,quality,50.72639225,1,0,0
01/04/2020,quality,49.93399206,0,1,0
01/04/2020,quality,49.18920446,0,0,0
01/04/2020,quality,49.32376826,1,0,0
01/04/2020,quality,50.23567322,0,1,0
01/04/2020,quality,51.31858191,0,0,0
01/04/2020,quality,49.44766543,1,0,0
01/04/2020,quality,49.97690545,1,0,0
01/04/2020,quality,50.46175351,0,0,0
01/04/2020,quality,49.78550829,0,0,0
01/04/2020,quality,49.45920579,0,0,0
01/04/2020,quality,50.96301503,1,0,0
01/04/2020,quality,51.62095502,1,1,1
01/04/2020,quality,50.2666238,0,0,0
01/04/2020,quality,50.54309564,0,0,0
01/04/2020,quality,50.39955598,0,0,0
01/04/2020,quality,49.09697818,1,0,0
01/04/2020,quality,49.1937113,1,0,0
01/04/2020,quality,49.94167374,1,0,0
01/04/2020,quality,51.69853941,0,0,0
01/04/2020,quality,50.2563739,0,0,0
01/04/2020,quality,50.2065194,1,1,0
01/04/2020,quality,49.78723845,1,0,0
01/04/2020,quality,50.15537901,1,0,0
01/04/2020,quality,49.31247831,1,0,0
01/04/2020,quality,51.78688004,1,0,0
01/04/2020,quality,48.18586516,0,0,0
01/04/2020,quality,49.64873125,1,0,0
01/04/2020,quality,49.81796761,1,0,0
01/04/2020,quality,51.70290834,1,0,0
01/04/2020,quality,48.33730067,0,0,0
01/04/2020,quality,47.90547989,1,0,0
01/04/2020,quality,50.49734373,1,0,0
01/04/2020,quality,48.51109753,0,0,0
01/04/2020,quality,48.86461585,1,0,0
01/04/2020,quality,50.50828685,1,0,0
01/04/2020,quality,51.79031271,0,0,0
01/04/2020,quality,51.21522424,1,0,0
01/04/2020,quality,48.92670935,0,0,0
01/04/2020,quality,50.52778092,1,0,0
01/04/2020,quality,48.0960897,1,0,0
01/04/2020,quality,49.98817044,1,0,0
01/04/2020,quality,49.64499578,1,0,0
01/04/2020,quality,49.65158153,1,0,0
01/04/2020,quality,51.25319638,1,0,0
01/04/2020,quality,50.2046146,0,0,0
01/04/2020,quality,50.40539069,0,0,0
01/04/2020,quality,50.8655796,0,0,0
01/04/2020,quality,49.89067203,1,0,0
01/04/2020,quality,51.12492866,1,0,0
01/04/2020,quality,49.41404141,1,0,0
01/04/2020,quality,49.88786519,0,0,0
01/04/2020,quality,51.03606803,0,0,0
01/04/2020,quality,49.21366047,1,1,0
01/04/2020,quality,47.55013006,1,0,0
01/04/2020,quality,49.66867195,0,0,0
01/04/2020,quality,49.45327871,1,0,0
